%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
132.23,146.53,173.49,126.98,254.01,25.22,57.96,97.26,68.33,118.66,120.22,98.04,79.44,29.52,44.83,41.11,62.71,125.2,220.73,144.69,173.57,208.45,64.7,280.68,165.28,125.23,60.42,111.78,70.85,140.52,64.2,76.63,99.49,77.39,59.85,67.84,211.99,45.93,83.19,93.97,80,94.07,80.89,42.2,77.49,75.81,107.29,87.5,106.98,41.14,83.43,211.99,20,155.35,161.07,106.66,201.38,27.25,88.27,78.36,67.25,73.14,102.89,136.71,166.21,52.33,128.57,141.67,269.66,85.26,160.31,76.76,140.51,128.84,106.24,109.57,239.3,66.26,98.81,139.07,65.45,124.36,61.96,20,57.65,114.37,72.91,100.53,118.79,63.56,139.19,61.2,62.61,68.5,97.93,135.37,55.27,82.5,49.57,64.42,120.16,133.66,63.71,1
534.3,622.74,446.12,418.3,555.84,569.05,619.3,580.31,778.75,838.43,414.54,683,815.81,1243.75,551.66,622.82,583.19,508.36,307.63,603.07,794.98,729.04,762.37,869.14,635.44,682.7,627.2,753.23,649.28,683.74,496.31,586.8,838.84,681.56,698.6,902.3,670.15,636.75,1166.73,691.77,752,596.45,876.85,731.22,377.06,565.7,451.73,416.48,662.13,669.79,828.12,670.15,345.25,617.35,426.44,863.12,564.86,421.34,414.2,519.92,511.27,632.2,761.23,1125.16,1181.02,660.57,822.85,1195.77,660.51,838.56,632.5,376.83,529.69,801.47,616.37,427.4,1038.64,633.52,714.34,714.91,491.34,660.23,528.53,710.34,649.06,587.09,751.3,657.92,698.95,565.66,618.43,511.03,363.92,358.15,275.17,392.98,620.86,799.5,572.02,437.3,504.67,490.41,531.27,2
1118.06,500.63,909.1,843.01,841.72,726.94,973.49,1116.31,698.49,866.42,1128.58,970.58,1093.85,836.87,983.43,1033.92,1065.01,741.49,905.9,617.43,1011.41,798.16,895,1064.21,1085.08,539.29,912.03,875.07,827.86,534.82,790.46,788.45,676.52,746.83,904.65,841.25,762.96,960.98,997.26,730.75,724,667.25,852.88,841.14,768.3,600.76,1043.68,1037.69,776.83,748.25,633.45,762.96,759.35,947.21,1181.22,712.03,776.3,850.47,851.68,887.35,491.49,1027.95,791.72,754.37,1171.73,779.06,1325.26,451.76,1410.91,1469.92,898.59,913.17,890.56,830.9,856.19,658.38,823.17,1016.05,1002.55,815.87,1009.87,1191.05,859.92,907.43,1109.27,924.48,903.47,846.04,789.1,960.77,587.61,628.33,1155.35,667.37,931.28,848.59,1095.26,1094.16,835.15,706.72,1074.72,677.93,910.75,2
60.2,76.75,150.69,85.37,124.52,158.98,166.36,137.24,152.93,43.66,47.67,124.18,62.13,269.54,99.41,107.91,137.96,92.82,59.93,91.68,61.07,78.84,79.8,123.54,34.9,35.35,88.23,111.78,123.26,110.11,99.65,117.97,101.58,119.34,120.68,136.65,147.51,86.46,180.76,102.97,108,108.62,168.78,107.96,120.96,158.24,130.81,136.49,119.51,103.34,119.48,147.51,179.41,146.27,56.79,53.33,64.44,35.03,122.22,162.01,139.44,58.11,60.97,77.7,34.07,88.87,72.2,55.48,71.71,63.67,186.48,141.56,95.02,191.75,42.07,96.73,91.35,87.35,181.16,103.01,73.5,92.01,81.67,188.88,96.42,75.29,70.8,85.6,175,131.35,52.31,117.3,52.83,113.51,171.37,89.91,79.22,124.74,96.29,88.83,60.56,67.31,89.95,2
184.37,177.925,233.965,128.585,100.645,353.055,196.95,162.095,192.215,129.775,93.79,112.94,119.67,843.285,76.275,78.345,95.7,114.945,68.42,94.435,57.855,39.7,69.55,87.78,82.885,56.555,52.195,71.425,146.55,66.59,45.515,132.08,64.405,140.785,72.305,139.56,97.43,171.57,63.92,94.97,44,151.295,65.925,61.53,61.505,112.335,84.7,111.495,85.66,59.275,49.955,97.43,205.485,123.07,101.19,67.155,20,198.02,344.84,108.01,72.685,67.125,123.38,54.095,55.745,335.22,108.79,68.945,80.295,66.12,199.75,74.3,36.79,109.93,51.02,61.82,97.81,183.69,236.965,53.78,221.005,261.865,153.02,272.54,99.455,298.79,244.62,98.09,402.505,344.795,207.855,75.48,162.885,92.685,132.41,104.96,235.815,92.505,73.4,106.4,51.815,51.35,77.77,1
139.76,131.7,254.79,208.08,52.79,110.74,27.91,117.79,120.39,179.1,121.25,154.68,129.35,227.19,29.24,97.64,68.98,203.99,122.85,55.23,110.35,104.77,132.63,195.07,96.5,133.31,111.25,115.8,134.9,126.89,84.32,106.87,67.02,26.11,101.06,64.93,98.67,116.18,86.27,22.99,98,130.93,52.93,82.45,60.48,36.01,112.93,82.25,134.93,99.51,122.57,98.67,50.07,74.65,177.6,69.13,85.58,23.35,61.11,56.12,78.12,108.21,96.23,70.81,156.92,141.2,142.42,30.71,195.93,88.5,102.51,58.82,30.33,35.51,161.98,77.98,61.56,63.25,119.4,77.26,128.88,103.13,119.22,198.12,125.24,250.66,163.79,134.37,171.82,92.16,97.16,128.52,145.76,105.68,134.16,189.92,125.28,76.61,62.92,190.34,101.9,224.05,92.76,0
342.94,193.62,378.71,406.56,317.76,67.98,313.41,313.39,370.94,72.76,494.34,405.23,273.97,1026.83,308.97,185,414.93,712.35,162.8,468.32,918.19,765.76,599.54,397.72,309,172.69,294.42,352.45,527.97,576.77,471.4,440.61,605.3,327.26,211.93,409.96,537.29,501.65,696.34,372.87,369,444.19,321.58,438.73,507.47,540.11,623.95,362.23,402.87,322.46,609.76,537.29,525.7,379.29,433.66,295.28,123.85,118.72,333.69,204.37,297.66,253.48,85.75,231.13,215.76,495.68,618.13,173.37,105.04,419.82,378.41,318.01,221.38,332.76,239.82,153.98,295.9,462.84,214.1,330.67,174.19,618.78,766.04,250.47,250.48,442.23,518.83,361.31,841.07,629.22,191.51,266.23,727.84,279.86,1239.75,1226.41,122.51,1714.9,90.57,984.91,1133.36,1266.42,371.05,0
498.82,127.34,126.9,203.82,227.12,148.02,106.26,309.07,141,100.75,324.38,180.83,197.59,20,209.55,139.77,467.18,208.31,424.48,562.2,205.71,185.77,229.68,263.34,586.17,413.05,199.48,156.08,146.55,261.12,441.7,194.59,211.54,200.46,131.48,255.86,169.98,107.18,272.17,237.92,140,203.67,185.76,179.61,292.95,90.02,183.52,111.99,186.01,177.97,305.91,169.98,183.58,232.01,155.91,183.69,101.69,185.86,20,284.84,215.58,214.41,270.58,204.57,509.99,86.89,270.99,114.92,304,280.6,77.43,148.54,146.57,61.89,534.33,265.52,111.21,492.96,78.23,209.12,208.42,292.2,123.92,20,145.12,80.06,265.23,178.17,140,158.89,186.84,227.47,235.77,301.39,232.09,210.13,50.66,231.8,140.14,245.98,206.68,488.49,244.55,2
58.98333,32.25333,49.29667,30.76333,53.15,71.72333,20,56.73667,53.66667,58.90667,32.23,46.61,24.87667,100.18667,20,33.38667,37.37333,36.52667,34.96667,64.10333,63.21333,64.27,29.50667,49.65333,49.44333,43.7,46.99333,56.05333,45.48667,53.48,40.52,38.59667,41.92333,34.33,35.77333,27.66667,56.81333,37.35,37.13667,49.31667,39.33333,40.61,35.29667,51.81667,53.60333,34.46,36.78333,34.08333,37.83,35.40667,49.24,56.81333,25.85,32.5,39.71,36.37667,46.94,29.04667,27.88333,35.96333,20,47.75667,33.97667,65.89667,51.96333,39.25333,104.83333,66.70667,62.95667,75.38,82.27667,33.27,50.20667,35.07333,24.9,93.11333,39.76667,28.39333,32.05667,27.07,24.07333,26.14,34.52,25.99333,22.57,27.31333,20,20,35.65667,32.09,28.77667,28.08667,20.18,30.48,28.67667,22.49667,20,25.44667,20,36.43667,27.43333,22.05333,33.52667,1
238.45,195.775,359.38,322.8,547.37,359.215,245.59,300.96,312.37,359.325,205.715,341.5,210.825,578.875,165.205,299.08,295.775,319.475,368.055,632.34,289.815,359.12,264.725,373.34,297.705,289.34,390.805,390.21,428,471.38,376.065,431.025,419.945,438.68,468.515,422.56,469.4,597.57,423.66,336.885,433,412.185,471.885,464.245,479.12,454.355,410.32,411.67,449.135,482.725,517.06,469.4,319.7,342.47,137.845,159.985,304.08,167.37,247.17,551.155,286.785,305.08,180.54,378.165,187.375,221.18,280.875,129.285,234.815,292.47,410.035,296.58,285.565,259.72,220.885,360.28,237.315,259.53,332.985,283.8,323.705,232.435,286.795,329.755,221.655,240.175,283.155,213.5,385.46,227.685,161.615,213.695,315.005,451.6,408.845,406.11,155.545,313.32,199.25,340.18,284.06,383.2,462.87,2
155.88,104.66,188.36,311.59,75.71,327.84,147.04,150.21,182.22,156.72,86.02,209.15,129.35,492.88,115.01,185,184.99,245,93.89,124.81,237.85,260.29,194.1,239.5,143.72,95.94,226.33,186.29,191.19,207.64,302.77,169.39,202.12,153.84,208.01,164.76,236.41,67.55,203.36,152.95,292,144.51,210.72,239.49,234.36,100.44,121.4,179.37,135.9,150.22,246.17,236.41,215.91,298.59,175.53,198.5,149.02,160.56,374.43,235.07,172.07,209.4,110.52,191.79,185.82,252.78,200.77,167.43,107.06,51.8,273.72,175.46,172.86,183.63,210.37,181.62,124.12,105.42,122.49,180.27,141.97,192.1,145.51,88.28,65.6,77.2,128.92,102.52,93.33,198.09,156.01,186.66,202.5,157.55,169.41,225.28,20,195.46,45.76,132.75,98.05,54.81,96.51,0
239.02,262.52667,227.35667,181.76,153.07333,177.99,159.20667,267.28,323.93667,300.74333,172.03333,242.55333,291.62667,154.02333,179.33667,170.26667,258.5,324.87333,167.79667,299.69333,293.20667,443.18333,396.1,494.53667,372.98667,619.07333,461.61,429.98333,349.71333,466.31,457.66667,385.49,402.49,362.38,417.98,467.46333,415.17667,511.86333,584.73,197.93333,415.66667,350.11333,456.73333,408.95667,448.25333,339.22667,370.79667,359.02333,351.47,387.84,468.65,415.17667,143.59667,355.08,442.61333,245.57,245.34333,109.63333,97.84667,243.9,184.92333,324.61667,309.95333,295.39,611.84333,139.88667,531.09333,569.65333,551.43667,468.39,477.28667,176.12,220.03,181.26333,314.85,232.95,380.96333,298.52333,204.14667,310.41333,232.58333,121.33,241.58,223.43667,150.09,87.04667,205.70333,307.22667,166.16333,82.58333,276.52333,143.48333,150.65333,243.66,197.81,180.82667,181.16,61.01333,208.46667,210.52,147.71333,195.20667,203.32667,2
168.78,127.34,230.99,274.24,406.42,339.9,216.81,274.48,120.39,240.67,137.83,275.6,195.55,254.14,237.82,239.47,253.97,346.46,290.65,308.16,234.64,502.23,277.13,319.7,297.7,230.26,412.38,543.77,386.27,412.13,289.36,400.28,252.38,399.99,283.56,1090.32,535.34,635.85,408.77,348.88,415,502.38,409.46,425.97,362.89,344.91,470.55,494.35,639.97,263.13,346.08,535.34,490.24,313.72,287.04,217.26,320.19,264.68,207.58,303.9,451.93,241.46,169.59,147.53,194.08,169.83,146.37,180.31,151.49,376.65,214.83,442.63,231.48,329.72,216.68,229,143.98,182.73,191.45,190.57,407.78,229.51,284.45,263.81,326.02,108.65,244.09,164.23,219.55,234.1,192.44,215.23,180.98,298.46,246.77,231.34,123.44,261.26,122.03,204.01,235.51,235.59,241.74,1
325.745,189.235,243.47,322.265,265.465,482.435,298.72,196.135,331.89,201.415,247.69,261.98,279.575,441.535,376.215,151.83,147.435,392.865,344.085,305.955,225.53,343.455,489.555,220.78,303.35,291.26,181.255,197.37,224.195,378.05,183.485,169.305,316.79,297.89,281.105,259.255,231.525,245.515,219.275,368.38,188.5,194.94,263.155,215.93,273.11,247.365,248.92,241.05,231.675,298.965,285.31,231.525,563.345,402.49,367.065,502.665,336.295,638.34,488.89,258.37,342.16,264.505,604.51,358.005,358.745,452.73,188.9,292.75,295.415,349.67,269.905,342.44,286.575,284.575,391.28,696.38,328.175,381.015,365.92,287.405,213.385,308.88,291.49,381.345,176.93,121.51,238.245,238.88,519.705,243.575,187.305,309.575,233.05,316.555,288.39,244.475,148.175,159.115,150.145,368,260.99,338.005,257.2,2
20,61.05,20,20,20,20,24.69,20,20,20,20,20,20,121.94,31.19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26.38,42.33,20,20,20,20,20,20,20,20,20,20,20,20,20,26.38,37.55,26.23,20,20,20,20,64.99,20,20,20,20,20,20,41.47,20,20,20,32.38,20,20,20,20,20,20,20,20,20,20,58.4,20,20,20,20,20,20,20,20,20,20,20,30.33,20,54.84,20,20,20,20,20,20,20,20,2
20,20,185.39,128.05,20,97.58,20,121.03,48.81,80.6,355.47,20,20,20,117.93,88.39,87.79,212.62,20,89.47,28.93,110.17,50.68,20,152.96,20,589.8,976.78,709.45,776.02,550.93,685.61,545.61,957.55,656.41,1595.26,856.74,267.49,957.21,319.89,799,518.86,783.97,714.53,458.33,558.12,605.13,557.35,787.43,706.15,833.27,856.74,138.73,139.21,48.53,20,102.7,112.88,43.65,87.89,196.79,178.34,20,64.91,128.01,122.44,46.48,20,98.98,116.56,64.34,60.81,60.65,20,179.86,106.6,155.89,118.47,20,95.8,102.7,191.09,202.78,109.84,134.19,387.9,226.13,229.92,152.73,328.38,148.54,130.56,299.35,111.55,158.64,167.7,186.07,188.58,100.1,204.99,133.62,155.78,50.6,2
452.6,392.48,267.67,330.8,279.91,883.73,279.06,510.07,451.2,405.22,1063.29,459.69,423.69,965.22,967.83,265.16,117.06,375.6,513.38,548.95,438.2,333.74,562.88,425.9,491.73,820.05,74.8,20,20,155.2,53.66,212.74,39.8,30.77,59.85,146.35,63.5,87.36,40.05,114.96,90,202.7,83.89,41.22,89.78,162.98,113.87,20,133.97,20,20,63.5,206.53,302.62,467.74,231.09,379.59,223.81,129.01,86.83,209.65,346.66,508.76,228.18,284.93,417.67,467.8,490.4,836.24,430.61,430.76,191.41,108.16,293.2,949.81,415.56,447.83,666.66,321.15,420.29,426.91,440.83,417.76,143.71,535.75,411.73,369.84,723.61,558.95,405.71,274.65,417.19,374.68,250.51,339.8,570.77,637.44,265.19,480.5,369.95,400.86,813.51,379.48,1
471.415,263.835,244.465,266.24,106.125,428.71,228.08,254.49,379.31,270.82,184.47,192.46,229.665,1024.91,138.165,209.9,248.815,373.44,322.12,221.515,183.03,203.33,341.04,177.975,303.6,157.95,50.83,114.225,132.285,77.075,100.605,142.67,171.75,36.575,41.7,105.95,71.545,385.02,50.055,98.97,54.5,130.26,79.395,113.55,76.15,88.65,61.29,85.245,108.79,42.055,70.255,71.545,172.715,163.835,125.125,197.015,124.35,63.52,299.55,212.25,120.15,111.19,172.44,144.745,116.335,413.72,241.92,102.63,133.82,137.065,342.61,131.625,188.415,293.56,258.755,215.31,178.305,116.425,355.335,271.14,384.55,341.24,157.39,318.465,140.21,365.975,337.045,206.58,545.69,398.23,234.205,76.3,274.135,127.425,20,106.98,291.415,108.71,140.135,67.59,80.655,92.215,186.62,2
1197.61,412.54,7118.15,3416.84,8415.24,837.68,3457.13,1627.46,231.02,1476.49,100.53,415.03,20,469.78,1771.92,1283.67,5351.18,2660.5,20,613.01,20,2485.21,1202.32,888.64,787.38,20,1651.44,5212.17,3523.98,626.06,1328.94,3782.97,770.77,3380.78,4175.9,2289.19,20,20,3008.22,523.82,4952,2056.06,3027.04,1749.03,499.91,3247.31,5847.07,4259.27,2879.85,1595.05,141.11,20,160.63,20,20,20,20,20,55.29,800.52,156.25,20,20,20.65,20,1539.37,20,20,35.35,20,49.07,139.57,490.26,56.81,20,20,29.79,20,33.97,20,184.25,142.56,361.43,20,358.82,20,63.4,525.54,85.91,171.6,24.29,39.78,384.46,102.75,330.01,110.11,20,210.19,81.99,437.3,94.21,20,82.45,0
94.24667,103.79,120.95,97.81667,77.03333,180.18333,73.57,130.75667,113.52333,105.97,98.55333,68.99,48.76333,191.67333,31.20333,46.75,58.22667,97.49667,79.91,96.09333,77.73667,75.79,71.17,87.78,76.47333,92.91,47.58333,41.86333,59.2,55.28,47.18667,37.86667,47.19333,50.97,52.45667,38.00333,48.02,52.53667,60.59667,46.98667,44.33333,70.99667,34.64,49.65,49.19333,49.30667,53.01667,42.5,42.57,52.63,54.04667,48.02,77.88333,67.19,63.45667,61.55667,43.54,52.87,60.14,71.57333,37.32,50.41667,57.79667,56.82667,35.44667,90.84,62.71333,33.08333,47.74,66.02667,123.59333,46.23,26.81,53.33667,80.28667,61.61333,76.78667,91.03,74.25667,44.43667,110.41667,97.73667,76.03667,133.44333,26.91667,92.76667,97.56667,41.50333,132.57667,114.76,52.62667,45.29333,66.52333,36.34667,51.19667,83.44667,87.81667,59.49667,29.54667,47.01333,23.33,42.88667,24.57667,1
13959.92,1447.53,6802.89333,4737.19667,4345.41667,4535.98667,4186.26667,5199.36,5202.17333,6018.26667,2499.32667,4206.21333,3858.02333,1337.87667,8604.58333,5424.15,4856.12333,4233.78,10680.03333,3673.28667,8015.18333,7228.83,6996.08667,5227.11333,9811.57,2600.85667,5553.70667,5992.25,4821.25,5324.47,5063.43,5800.48,4993.92667,3814.02667,5914.21333,2620.00667,7505.81667,2385.78,3612.12667,2275.9,6189,11157.67,5060.37667,8047.61667,3449.61333,6000.61667,3083.05333,3538.02,5115.88333,5223.39667,7351.78667,7505.81667,6374.83,3198.06667,4368.98333,8029.48333,5651.94,5944.56,6660.48667,8350.08667,6139.81667,8160.15,8692.38667,4004.62,5215.82333,9023.24333,9284.40333,4141.45,3803.49667,3017.89667,6013.14667,3531.05333,6367.68,7178.43333,4815.64,9641.43333,6101.75,4200.06667,7182.9,9134.88667,5239.33333,4403.24,6335.18333,4701.72667,8356.63667,4211.95333,6087.22,6141.92333,5902.36,5603.62667,9619.05333,4772.69,4311.60333,5722.19667,2701.13667,5322.85333,13778.07333,6125.59667,6809.57,4881.94,6024.37667,6526.03333,5795.24667,0
326.82,459.64,368.8,449.25,334.7,549.32,745.95,881.81,590.03,411.94,347.18,425.92,1152.93,1098.71,823.58,1251.81,1151.76,399.35,346.58,451.75,685.7,1373.83,375.25,505.01,973.18,418.1,536.09,438.04,461,266.36,394.75,728.97,399,380.41,438.59,314.01,315.54,54.94,316.33,722.76,621,417.03,342.55,329.78,381.79,357.23,447.97,363.11,573.46,451.63,516.03,315.54,1257.93,1172.16,275.69,802.88,476.25,2064.88,912.79,459.56,704.1,259.49,313.45,300.96,324.16,270.55,187.91,1026.36,436.3,659.41,1303.18,1482.4,935.04,1310.77,390.23,511.31,613.65,778.1,1136.36,730.37,444.02,639,435.59,327.45,676.89,658.57,409.99,671.86,445.46,478.8,310.15,473.29,315.98,563.64,722.7,352.57,526.9,465.56,448.08,444.14,495.06,540.42,325.13,2
446.15,213.68,230,376.69,373.55,415.55,346.68,591.11,581.35,481.34,779.33,551.19,655.9,563.47,335.28,423.44,266.51,249.32,371.55,502.56,422.13,522.75,369.86,471.42,336.71,492.84,243.59,205.43,243.6,343.97,223.25,223.83,307.89,234.03,267.86,263.62,271.58,181.93,267.03,586.8,264,239.55,245.68,267.95,358.16,360.07,377.38,288.73,313.24,209.55,234.84,271.58,278.5,531.61,383.07,297.25,238.63,511.84,189.15,304.96,338.21,397.75,414.44,298.99,430.49,348.55,339.23,299.19,407.01,317.29,348.97,505.43,201.16,384.5,444.93,234.92,717.91,474.89,284.09,365.7,312.12,593.5,246.9,394.18,266.38,183.94,238.81,364.3,273.64,356.98,259.71,513.07,437.29,306.28,380.93,381.86,210.95,257.33,206.88,284.05,358.56,518.3,230.5,2
20,20,20,44.82,20,20,20,42.15,20,20,37.31,20,20,20,20,75.03,20,20,20,161.26,52.5,45.36,20,21.67,71.86,20,109.33,20,20,24.12,107.31,27.22,62.83,76.45,82.42,39.74,122.11,20,90.38,20,90,31.03,26.96,75.58,37.8,20,91.29,20,20,46.89,74.16,122.11,20,177.54,248.84,32.59,20,40.87,20,39.18,93.95,176.33,69.55,100.32,404.68,20,317.47,287.3,206.03,182.39,104.69,20,140.51,20,798.34,132.27,68.51,224.9,134.84,87.56,20,100.1,60.08,20,75.54,20,20,120.44,27.58,20,20,56.1,45.98,128.19,80.3,78.8,20,175.81,162.07,169.85,99.97,174.05,79.64,2
21.5,47.1,62.46,45.89,55.78,32.89,37.57,68.08,93.28,20,20.73,106.75,61.11,164.29,84.8,53.44,40.76,31.3,39.95,27.61,20.36,28.08,37.74,41.18,39.01,20,37.4,34.24,53.38,40.9,45.03,20,36.65,20,30.42,57.18,49.82,51.34,30.81,38.99,35,47.52,20,50.06,23.63,37.9,55.53,50.75,54.94,34.45,48.41,49.82,55.28,56.49,20,44.44,45.31,57.41,52.38,41.3,101.86,21.04,34.3,20.65,20,96.77,36.59,48.54,30.3,31.3,112.32,41.87,43.47,20.29,53.64,66.13,33.76,65.26,75.14,50.48,20.14,100.1,48.82,85.2,26.84,54.33,20,40.81,22.27,42.37,20,58.14,86.09,52.84,38.19,59.6,70.93,60.9,53.39,60.52,47.1,47.12,29.05,0
332.40667,326.77667,353.32,238.32,92.02667,313.30333,217.39333,143.55,243.83333,240.25,155.45333,124.80667,216.81333,2249.43667,58.81667,139.40333,248.84,193.38667,140.18,233.83,129.64,165.79333,351.01,94.08667,157.91333,198.61333,70.96667,127.55,204.00667,291.55667,219.41333,204.67333,237.44333,118.24333,151.43,220.20667,190.80333,271.15333,229.53667,175.94333,117.66667,231.67,209.4,177.44667,118.17667,173.12333,131.20667,254.90333,201.75667,227.41,183.14,190.80333,242.68333,123.34333,186.88667,205.08333,118.43,219.30333,384.32667,135.81333,224.48333,177.32333,157.51667,158.57,173.09333,461.20333,181.72,122.51667,256.53,171.23667,549.38333,211.05333,197.38,257.25333,338.34,275.81,168.85,290.46667,365.9,323.06,382.89333,344.36667,222.27333,547.63333,96.49667,427.60667,248.65,133.43667,825.46667,500.64667,207.20667,147.09,344.82667,165.66,35.53,71.59,417.81,169.83,240.88333,242.89,236.47333,126.86333,255.90667,0
169.86,259.91,128.88,205.95,174.32,20,137.38,172.9,398.05,517.16,381.38,473.85,457.3,20,125.73,160.33,98.24,161.9,323.61,308.16,646.06,235.45,90.58,210.24,187.86,301.96,66.17,100.7,20,37.75,85.27,20,245.05,20,76.53,20,20,76.55,72.92,82.97,119,59.16,37.95,94.22,20,111.81,53.64,66.5,20,52.63,87.55,20,20,20,149.72,111.59,484.31,358.09,94.09,117.54,221.52,192.37,84.79,151.46,359.26,189.58,80.11,303.15,316.12,355.07,164.67,20,312.35,155.22,427.04,343.5,207.53,146.58,182.19,144.22,60.41,236.59,180.25,81.09,868.73,457.48,343.42,571.33,57.27,323.08,445.61,308.05,558.6,90.03,274.19,300.04,303.06,411.54,1086.84,609.1,813.25,626,387.91,2
51.6,53.2,20,88.57,59.77,20,92.3,135.08,155.1,96.27,20,20,48.89,238.74,221.25,145.94,241.43,125.2,81.9,54.12,167.14,98.29,60.39,118.12,20,20,135.22,193.34,140.73,225.47,118.81,132.08,114.15,126.8,125.59,163.79,168.03,102.67,170.49,118.96,114,123.17,181.76,141.34,125.69,158.24,135.52,145.24,187.94,110.99,246.17,168.03,31.29,130.13,129.07,116.53,101.69,50.6,66.93,81.53,61.31,120.23,78.12,61.96,104.27,48.38,20,66.38,137.35,112.24,121.05,32.9,99.06,100.44,93.61,93.77,144.97,68.27,236.74,125.68,126.86,109.2,39.43,70.83,78.52,108.65,106.73,77.64,85.91,114.4,36.43,64.26,79.24,181.03,221.31,168.71,145.54,144.38,126.8,149.35,154.77,91.35,125.56,2
86,423.88,227.03,130.19,107.58,251.09,138.46,215.05,248.38,276.49,250.8,173.2,127.31,51.34,154,176.77,124.37,243.92,310.62,218.7,328.92,224.65,142.34,248.17,190.94,234.3,237.84,242.68,166.93,248.54,200.25,247.02,256.57,160.37,258.05,136.65,250.09,240.47,254.71,214.93,292,199.79,257.66,278.75,200.34,323.12,263.51,205.61,253.48,266,192.61,250.09,177.32,144.25,90.86,244.91,282.93,100.23,143.56,124.95,256.13,131.25,71.45,110.16,103.24,178.72,321.43,243.71,319.15,82.02,221.38,470.54,221.38,151.16,179.86,413.59,179.73,271.08,187.34,244.14,169.15,194.13,195.27,191.96,145.12,406.01,211.34,322.49,252.43,136.65,172.83,190.74,185.87,251.49,188.02,262.66,302.14,260.28,190.67,276.24,300.88,412.52,182.71,1
208.56,77.62,52.54,67.23,41.84,132.67,20,103.74,95.45,81.72,241.47,92.59,29.54,274.68,31.19,70.92,36.58,62.6,188.77,20,122.14,57.24,70.09,52.02,299.76,175.72,351.96,136.95,218.37,120.6,209.83,76.63,146.61,185.54,205.07,151.19,144.58,20,210.54,161.95,217,148.39,106.86,125.63,252.32,68.22,78.11,86.62,162.88,246.86,404.79,144.58,58.41,250.17,291.17,52.34,178.22,35.03,117.37,105.89,20,141.27,43.83,109.17,24.78,55.29,20.77,117.89,102.01,863.39,193.02,109.66,470.05,90.29,20,333.63,21.85,26.1,150.28,99.92,114.78,127.4,56.33,75.96,82.5,32.4,23.25,143.33,66.82,28.6,172.83,159.12,119.35,20,21.54,46.47,263.45,24.55,87.71,20,266.28,151.93,20,2
