%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
78.48,232,101.12,104.58,130.49,422.13,90.16,182.63,177.88,155.6,114,84.97,58.05,379.93,63.35,96.61,125.42,148.94,144.82,128.13,75,110.17,135.87,159.31,50.3,99.98,51.79,69.48,74.73,26.22,62.28,27.22,33.51,56.87,47.1,82.38,66.43,113.48,43.14,63.98,20,100.86,23.97,33.37,42.53,44.54,48.94,77.87,26.02,43.06,31.93,66.43,63.63,150.3,26.85,98.76,54.37,72.98,204.67,51.89,118.67,68.13,86.7,87.53,80.52,167.86,63.3,115.91,99.99,33.46,149.4,65.8,23.25,55.8,129.38,87.85,28.8,67.27,109.11,48.42,175.19,117.28,138,222.75,113.31,54.33,201.83,55.74,205.76,110.17,67.26,138.72,40.11,43.06,118.49,124.26,68.17,35.36,82.94,65.4,75.94,49.04,59.03,1
593.43,284.33,370.78,480.19,257,655.67,275.84,528.44,366.6,474.63,422.83,347.49,475.63,892.06,188.11,113.05,104.52,339.98,393.52,386.58,308.56,346.7,374.17,358.71,557.43,431.23,291.54,162.13,182.46,254.83,289.36,343.81,259.72,270.39,186.42,251.02,205.15,493.55,241.36,466.84,202,279.31,303.6,206.11,292.95,275.74,284.21,276.49,245.77,198.07,197.76,205.15,412.01,447.88,401.65,241.95,229.57,532.28,344.36,506.15,436.11,215.41,251.52,212.44,398.49,226.12,400.55,176.34,344.4,384.21,172.3,332.97,140.51,248.56,327.12,314.88,185.68,144.58,286.15,324.49,276.88,893.79,336.08,325.4,440.33,445.09,143.71,311.54,450.76,461.85,241.96,500.83,595.77,247.57,378,326.3,88.43,328.05,256.46,268.43,261.47,303.86,297.02,2
33.33,20,46.6,45.89,32.87,58.11,20,43.23,54.23,44.78,20,20,28.52,32.09,75.05,37,62.71,20.51,59.93,20,60,20,46.37,29.26,34.9,22.22,73.84,53.37,104.82,97.53,72.82,57.47,140.33,30.77,70.64,32.95,103.55,20,31.84,123.96,53,46.55,54.93,131.52,143.64,75.81,20,20.12,97.34,155.01,184.37,103.55,98.05,48.42,28.91,132.33,37.25,51.57,20,76.24,88.01,34.06,40.01,22.62,34.07,49.37,77.14,41.61,36.36,31.3,198.48,73.77,89.97,103.48,68.37,45.41,85.39,55.22,87.49,174.09,81.56,50.55,30.04,85.2,44.73,64.81,128.92,68.68,56.21,79.45,75.67,22.44,31.3,65.56,109.68,172.75,57.11,92.33,31.46,41,20,84.62,98.38,2
107.51,20,20,102.44,138.46,161.18,63.33,78.89,61.82,115.3,74.62,20,80.46,127.07,140.35,20,118.1,34.54,137.83,85.05,65.36,123.13,20,74.78,29.77,20.2,81.52,147.02,241.66,140.52,74.73,80.66,122.53,74.59,186.42,20,146.53,49.53,98.6,125.96,280,117.35,45.94,164.89,85.05,189.51,176.93,43.75,221.68,358.82,21.63,146.53,270.15,162.41,35.11,129.37,139.96,52.55,131.92,26.47,423.25,20,54.31,70.81,41.29,100.72,51.43,67.37,35.35,165.12,76.34,124.61,66.72,111.6,95.72,68.11,38.73,69.28,65.88,41.21,30.21,20,55.39,90.33,52.68,20,91.93,20,20,74.15,58.85,185.64,21.52,125.25,152.77,103.04,20,93.31,25.74,102.49,68.25,20,104.94,2
467.65,389.86,601.77,530.35,466.19,440.77,397.12,431.18,335.15,537.31,132.65,334.42,284.16,134.77,183.24,468.66,701.3,423.09,193.76,447.33,530.35,424.46,297.61,380.38,195.05,262.58,632,509.54,462.94,388.01,574.88,640.24,556.08,703.01,624.03,817.02,369.27,462.03,891.48,325.89,568,578.99,625.18,729.25,671.9,346.81,674.77,512.72,549.37,467.9,621.09,369.27,202.35,410.56,641.2,294.29,330.26,495.3,273.55,659.69,215.58,573.09,238.18,418,1132.5,256.73,417.36,267.49,542.35,775.97,482.01,233.28,517.56,205.95,529.07,507.36,367.4,555.21,289.24,420.29,238.62,440.83,216.86,342.85,267.38,438.41,424.79,425.01,353.19,293.42,287.73,247.87,319.9,346.4,230.13,283.87,181.47,286.8,376.58,557.37,276.85,501.95,171.47,1
606.33,574.77,636.47,759.77,638.51,1198.41,455.08,731.6,447.95,654.85,1137.91,605.66,634.52,840.72,511.69,699.9,554.98,944.4,1058.71,616.33,608.56,345.62,669.63,966.67,840.76,444.36,798.87,894.21,724.01,1135.72,774.17,811.64,857.69,964.07,666.22,964.33,720.95,1061.85,1186.24,803.73,694,818.54,1121.53,729.25,1332.47,689.83,841.35,980.82,841.4,769.3,953.78,720.95,868.87,664.76,589.58,611.3,848.8,656.83,539.33,648.04,873.21,850.61,520.19,840.92,647.29,798.81,733.84,627.11,1215.99,748.99,412.22,584.19,579.22,487.99,789.93,706.75,528.26,767.06,615.53,862.22,931.34,643.05,792.33,936.17,1046.65,704.32,1089.44,776.37,748.8,616.51,723.06,614.05,1052.63,873.84,748.16,808.18,686.26,582.44,788.43,1051.29,1053.57,1132.76,829.23,0
334.88,639.745,326.66,179.805,128.5,304.265,222.175,187.49,675.175,233.395,154.415,270.695,52.265,588.235,76.51,76.565,146.32,229.895,169.29,119.84,168.215,174.425,257.715,157.14,182.725,561.005,376.42,279.44,348.415,219.7,162.405,199.13,223.06,274.58,319.375,147.315,122.11,247.22,168.435,256.915,301,266.71,197.74,224.275,161.595,253.475,146.345,165.805,225.53,270.305,138.535,122.11,270.15,124.075,62.465,78.015,63.935,92.93,131.92,177.895,277.885,297.065,47.635,98.35,79.49,251.295,129.065,106.5,45.955,195.34,174.485,201.375,180.94,106.525,74.68,122.89,50.145,171.68,211.01,76.745,326.22,198.17,197.145,308.975,72.56,286.875,219.265,166.225,508.57,339.5,145.735,80.58,87.07,78.285,71.975,133.35,239.5,48.62,92.955,43.435,44.7,69.715,80.115,0
539.68,602.68,550.22,918.77,335.69,1237.88,549.53,493.86,759.23,692.91,379.3,306.1,344.25,1197.54,421.05,585.82,525.71,547.21,220.73,459.48,522.85,465.51,534.84,522.35,524.58,498.9,249.35,109.76,365.89,306.21,299.9,342.81,171.75,361.76,182.5,248.11,198.31,233.26,400.55,291.9,243,451.94,290.62,158.02,253.26,273.85,256.92,328.98,198.54,300.45,183.34,198.31,392.19,393.41,242.64,299.23,403.76,290.95,676.1,572.86,324.36,261.5,261.05,336.37,618.38,425.57,498.46,290.27,247.44,208.29,319.52,456.58,445.78,410.88,331.33,349.43,192.63,115.46,276.89,433.69,679.63,499.47,411.18,394.18,243.52,506.08,658.32,396.15,591.83,286.01,206.46,472.27,378.59,343.47,271.26,337.41,101.33,256.35,357.51,270.39,237.44,286.56,90.89,2
199.96,51.46,97.16,94.97,42.83,184.2,88.01,104.82,45.55,104.1,89.13,124.18,59.07,367.09,20,20,48.08,140.31,66.92,120.39,20,69.12,91.66,79.11,105.74,92.91,20,20,64.05,20,20,24.2,20,20,48.08,20,20,138.7,20,20,20,20,20,20,20,24.64,36.7,20,28.91,20,20,20,20,20,20,73.08,20,20,133.86,67.77,20,20,20,20,20,105.65,20,20,53.53,20,165.76,20,20,20,86.25,20,41.7,20,20,20,42.29,115.26,20,80.07,31.81,85.78,82.42,22.89,76.36,116.52,81.27,20,86.09,20,20,20,158.44,20,20,20,20,20,20,1
194.91,117.28,399.12,108.705,152.445,417.195,179.78,317.17,104.36,32.95,356.14,112.94,269.895,63.265,390.35,186.54,309.365,131.68,279.175,814.035,374.99,227.35,139.395,119.455,118.815,67.06,363.47,306.12,281.935,1019.315,537.515,345.33,1504.885,244.025,384.625,581.99,2175.545,51.88,142.49,435.35,206,222.09,511.33,210.225,356.745,296.165,417.38,195.99,334.44,216.2,643.75,2175.545,906.415,411.065,141.65,288.985,29.635,64.71,113.79,312.315,323.87,78.13,139.57,289.815,227.31,152.185,206.705,57.06,92.31,191.31,60.52,61.34,100.47,155.22,282.415,112.525,129.65,89.82,192.48,152.46,61.35,103.525,102.795,101.36,86.04,110.075,96.12,108.54,90.075,149.825,67.92,109.45,52.335,127.21,106.74,234.88,36.255,87.91,103.43,84.185,60.95,64.81,94.33,2
487.535,354.105,325.67,447.115,256.505,522.455,478.695,519.255,499.465,451.12,406.25,383.44,412.49,1370.82,313.355,283.66,373.645,431.72,238.71,387.135,310.71,304.58,372.02,424.815,304.89,342.865,197.08,173.2,336.29,340.82,236.655,307.015,305.27,248.01,237.935,267.98,319.445,303.965,261.895,300.4,214.5,316.17,200.74,233.105,237.2,258.21,266.805,282.17,198.545,169.84,228.66,319.445,474.07,338.435,219.41,329.84,294.01,325.495,551.455,310.785,371.335,189.86,267.24,202.115,128.53,554.925,268.51,264.02,325.715,262.795,450.93,285.61,195.6,353.56,432.825,275.395,263.135,386.035,525.465,326.035,260.775,405.445,198.08,636.43,267.375,436.51,399.955,138.355,712.205,592.67,308.285,322.325,335.06,171.735,170.88,311.55,249.175,161.57,209.74,113.72,179.76,104.335,241.74,0
138.68,96.81,151.68,153.66,54.79,104.16,157.78,75.65,271.15,69.4,362.72,64.27,698.68,290.08,215.4,128.47,148.41,91.74,138.83,320.31,76.07,368.3,162.83,97.53,400.36,616.05,657.89,382.66,389.18,363.89,263.49,282.31,361.3,361.76,551.42,302.38,301.86,299.01,328.66,570.81,526,264.77,286.62,359.23,273.11,438.72,162.81,228.36,266.97,275.57,278.1,301.86,350.47,206.79,260.2,245.9,412.82,88.55,122.22,152.48,333.26,111.21,198.17,173.1,115.62,91.83,286.81,129.78,520.13,103.61,212.65,431.66,232.5,107.54,362.88,301.06,264.13,199.8,82.35,838.53,225.54,195.14,215.92,222.75,158.04,863.49,258.89,183.14,433.79,177.96,312.02,316.21,175.11,418.82,612.04,348.53,130.8,652.17,160.17,613.98,441.23,1149.11,332.63,2
150.51,116,174.48,233.69,130.49,237.93,209.3,503.58,305.86,221.64,207.27,199.34,469.52,242.59,226.12,337.1,332.36,253.64,207.75,321.42,276.42,153.37,248.01,412.89,176.57,263.59,344.29,312.17,288.25,346.06,288.4,302.48,262.86,268.52,236.46,192.87,282.32,360.25,300.93,206.93,309,341.38,434.43,306.23,306.18,277.64,366.09,269.49,319.98,315.76,284.28,282.32,356.73,244.12,171.4,173.81,221.51,134.29,222.13,184.25,248.22,229.44,176.25,264.57,337.58,269.56,280.88,405.2,227.24,270.89,160.31,221.31,249.68,182.61,292.41,193.47,240.3,290.16,166.75,293.59,203.38,196.15,341.71,251.49,204.76,160.12,243.04,229.92,214.25,238.34,267.18,248.89,176.09,329.77,172.35,278.82,94.88,271.08,188.77,337.74,263.39,430.8,306.39,1
20,20,20,20,76.7,24.12,20,125.36,20,38.06,20,20,20,20,20,20,20,20,20,35.34,54.64,20,23.72,61.77,20,34.34,20,20,20,20,20,20,20,20,20,40.71,30.28,20,20,20,20,20,20,20,22.68,20,20,20,20,20,20,30.28,20,20,20,32.59,20,29.19,20,33.88,38.57,20,20,27.54,20,20,20,20,20,20.51,20,20,20,20,20,20,20,20,20,23.69,20,20,27.22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44.2,20,21.47,20.19,20,20,2
127.93,136.93,225.04,136.59,192.25,290.56,98.74,165.34,188.72,164.55,265.31,166.67,213.88,340.14,126.71,227.13,112.88,135.99,271.67,243,141.43,173.89,248.01,162.56,181.7,200.97,238.8,150.04,131.99,201.35,196.42,163.34,146.61,171.56,133.44,111.46,167.05,215.25,132.49,130.96,172,184.27,147.81,146.24,165.38,160.14,262.57,167.99,193.73,101.43,125.66,167.05,212.78,215.87,193.08,134.31,339.32,80.77,132.89,257.31,219.54,163.31,153.39,262.6,187.89,183.66,198.79,152.57,265.62,290.31,181.03,206.36,156.68,144.06,237.71,260.59,212.49,216.86,148.22,217.36,147,164.81,197.14,167.32,161.02,215.39,196.54,168.21,189.85,133.47,164.42,256.03,265.11,152.65,235.02,230.33,77.38,247.51,106.78,198.15,276.85,303.86,94.64,0
500.97,258.17,374.74,690.41,711.23,424.32,534.51,536,478.32,533.95,657.05,508.71,791.36,142.47,464.91,746.15,927.05,694,944.85,679.28,621.42,962.33,788.25,954.75,276.15,733.2,814.21,895.21,1090.87,792.8,1085.57,609.99,972.88,704.87,1113.64,841.25,669.17,1342.84,935.64,954.68,1067,775.87,740.03,948.13,761.68,1149.4,866.76,663.21,831.76,942.49,1042.36,669.17,462.08,472.09,907.59,348.61,450.07,437.89,248.33,475.44,415.34,963.83,436.35,946.16,346.87,737.59,554.83,231.82,960.47,927.06,379.5,523.38,667.16,713.21,454.39,666.28,721.88,537.14,480.69,557.3,509.47,607.66,790.45,358.25,576.5,632.84,588.57,735.56,491.07,691.71,509.13,674.24,552.73,857.2,890.15,612.19,373.07,662.98,658.78,1095.21,1024.73,514.45,768.33,2
1528.73,2353.14,1206.52,1281.58,808.85,1272.97,930.56,981.23,3270.11,1168.65,1415.65,1301.73,1624.48,1994.62,1705.65,3654.7,1063.96,1523.99,1360.35,1041.57,1286.76,828.4,2832.72,626.39,1880.67,1572.43,1836.53,1572.92,1668.33,1470.24,1634.58,1728.15,1626.36,1488.07,1507.09,1432.44,1702.73,2776.65,1959.61,1773.4,1694,1592.47,1480.06,1718.6,1575.34,1936.82,1918.91,1574.92,1776.3,1689.78,1843.7,1702.73,2450.15,1664.43,1711.94,1132.73,1751.97,1571.53,1164.03,1443.27,1780.04,2572.88,1467.2,1502.84,2494.18,1683.53,1647.67,2432.16,2358.25,1972.84,1532.19,1625.96,1999.46,1330.04,3255.42,2608.84,1471.57,2663.61,2245.96,1395.83,2973.24,1778.49,2498.09,2146.42,2313.96,2402.7,2215.87,2821.79,2784.13,2056.08,3152.9,2303.21,2272.54,2851.48,2046.66,1803.24,2299.21,2352.35,2681.82,3132.39,3606.74,4074.28,1954.55,2
198.88,109.89,1238.24,267.84,4064.18,403.49,166.36,179.39,407.82,214.92,107.78,213.51,280.08,672.57,89.67,43.17,25.08,61.52,46.94,300.43,95.36,97.21,199.49,112.71,121.13,105.03,633.91,4038.02,2088.57,290.48,43.12,1722.1,191.64,1276.42,1069.48,1661.17,66.43,102.67,256.76,152.95,2664,152.26,3241.76,99.13,498.02,624.45,54.58,742.84,365.28,21.05,704.52,66.43,729.1,90.79,288.08,152.08,53.36,202.4,497.62,765.58,211.63,117.22,111.47,48.19,183.76,235.99,209.67,102.04,140.38,127.35,111.23,84.74,114.23,20,112.55,110.55,127.1,93.37,259.39,116.41,21.14,184.02,418.69,265.86,693.79,122.95,101.44,20,294.85,800.82,739.88,475.33,246.53,110.58,76.38,176.79,158.44,20,100.1,20,46.14,91.35,26.24,1
77.405,116.435,104.095,85.9,54.79,221.485,153.485,63.22,95.99,120.34,95.86,103.49,78.42,445.39,123.785,49.845,100.335,105.775,50.44,72.895,40.71,56.7,107.29,77.485,86.745,56.05,20.55,27.185,61.14,91.76,44.07,48.9,49.22,50.345,42.68,63.965,65.94,69.44,57.515,73.975,24.5,51.885,77.4,32.88,42.53,54.96,27.88,75.685,54.94,45.93,30.085,65.94,101.175,76.665,66.08,39.01,52.86,36.975,144.045,57.71,22.36,56.61,79.075,55.565,49.55,149.59,51.43,49.04,62.115,77.705,151.58,78.26,84.405,107.03,97.82,48.86,88.87,98.395,128.665,92.715,181.74,146.1,82.61,239.69,83.495,118.18,150.58,79.13,221.14,193.32,70.065,89.25,94.405,49.905,64.14,106.575,124.82,85.945,54.82,70.28,81.71,45.1,74.49,2
416.05,1030.04,110.04,358.54,194.24,242.31,638.62,235.58,356.84,354.85,1428.09,625.27,830.07,20,709.55,403.91,195.44,98.22,141.83,206.55,304.28,425.54,1526.89,311.03,2140.39,185.82,347.17,665.62,900.65,736.17,358.34,370.03,746.68,102.56,761.39,137.62,52.75,20,476.55,163.94,872,178.45,101.87,225.74,194.67,90.02,249.39,154.87,133.97,360.73,403.76,52.75,344.21,293.55,107.38,2071.89,117.8,974.06,139.68,849.23,239.32,382.73,3179.26,411.12,4938.81,1713.15,942.52,2046.78,208.05,232.04,759,239.26,1252.44,1804.84,5309.65,194.45,436.9,5020,201.75,675.77,184.25,276.02,172.74,108.81,231.59,64.81,150.05,592.23,173.94,157.83,90.62,141.78,100.76,78.28,56.8,20,535.19,484.22,303.17,76.14,296.08,368.29,57.16,0
609.56,306.14,531.38,575.16,792.91,685.28,753.46,382.55,360.09,572.01,521.28,672.11,522.48,464.64,469.78,531.35,683.53,374.52,326.6,1190.68,406.06,446.06,329.96,380.38,436.29,360.54,627.2,727.05,736.63,486.59,455.11,701.74,937.28,576.21,912.5,731.73,605.68,494.45,739.47,935.68,704,838.91,569.26,533.93,761.68,937.14,851.7,517.97,746.95,887.95,773.53,605.68,1441.51,759.59,569.96,894.73,686.69,1155.05,1045.68,1035.6,1408.21,380.72,432.54,548.81,704.07,305.11,682.41,339.81,421.15,802.95,785.18,1144.45,719.72,883.65,818.33,444.18,776.5,688.74,981.97,583.06,790.38,1270.92,833.63,723.68,859.78,752.93,875.99,847.04,843.19,1059.29,822.09,1217.91,539.03,1026.49,881.34,1269.85,819.83,1564.63,652.1,615.94,704.62,681.77,741.15,1
30.1,20.06,20,20,22.91,43.86,20,20,20,20,20,20,20.37,20,20,20,20,20,22.97,20,20,22.68,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.54,20,20,20,20,20,25.52,20,35.76,20,20,20,20,20,20,20,20,22.71,20,20,20.37,20,26.7,29.06,20,20,20,20,20,20,50.5,20,20,20,31.34,20,23.14,20,20,20,28.82,20,20,253.78,332.33,20,244.52,20,48.61,353.35,20,302.96,45.78,23.46,347.29,61.65,45.05,123.25,59.88,47.15,20,124.94,368.17,20,70.27,0
6149.66333,1989.73333,2363.13667,4352.33,2918.30667,4563.03333,6870.25667,3514.27,4764.35,3417.90333,3213.02667,4463.65333,8470.06333,5674.77333,6370.02333,5057.93,5974.43333,2344.62333,3457.80333,2692.83333,2704.58333,4694.29333,5023.49333,5670.71,4219.87,2537.57,1469.17667,2385.89333,2505.9,2449.70667,1906.05333,3561.82667,2248.42,2166.04333,3079.59,1120.89667,833.77333,695.65333,3272.86,2437.85,3149.33333,2106.16667,1364.21333,1938.13,1504.78,1714.49667,1690.93,1472.79667,1743.84667,2461.31333,988.25667,833.77333,4540.43667,4338.62,6407.88667,7647.96,3333.77333,9955.93333,6225.27,7842.17,10679.85333,3901.40333,10797.82667,6398.87,9240.65,3296.29,7482.44333,8856.18,4515.85,6800.96667,10585.65667,5446.45,5233.50667,7645.79333,8802.79,8216.75667,6493.63667,8980.45,10577.69,6011.17667,6967.42667,9850.92667,7599.40333,7980.37667,6584.38667,7242.41667,5600.44,8918.59667,7253.59333,10723.51667,6444.67333,8435.25667,5202.16333,6159.28,5761.01333,4743.99667,9818.63,7570.07,5738.30667,7332.66667,4755.48,7715.85333,7499.31,2
136.53,167.46,39.66,36.28,122.52,95.39,159.92,61.6,141,20.15,271.52,32.68,518.41,25.67,198.83,292.91,20,20,20,72.9,20,43.2,83.03,20,211.47,281.77,343.33,454.15,401.8,376.47,170.55,294.41,268.09,178.08,432.7,191.9,429.83,115.28,221.84,148.95,330,283.19,583.24,259.12,398.8,258.69,383.97,192.49,390.34,596.11,354.32,429.83,51.11,55.48,115.64,60.24,377.58,59.36,30.07,79.42,247.23,79.15,158.15,39.34,243.64,219.2,101.87,259.56,20,254.7,130.86,116.64,190.04,289.14,400.75,20,52.63,62.25,124.55,132.89,149.01,291.19,532.29,195.04,255.45,173.46,422.67,444.92,335.16,173.72,142,205.02,20,373.8,142.97,354.59,300.3,692.44,243.11,341.64,209.56,458.68,499.41,2
342.94,95.07,302.37,463.12,300.83,337.7,736.29,611.65,342.74,248.51,572.06,626.36,472.58,192.53,371.34,304.22,263.38,309.76,496.4,545.64,422.13,382.34,485.24,496.34,467.09,449.41,406.63,647.49,329.01,272.66,254.86,278.28,266,500.68,361.07,411.9,253.02,76.55,214.65,222.92,502,431.58,384.5,360.21,292.95,322.17,309.62,263.36,497.32,351.16,270.89,253.02,868.87,342.97,2098.1,344.66,319.18,343.5,187.21,875.71,1313.27,471.9,768.85,346.2,236.41,639.84,543.95,480.49,261.58,273.05,810.26,506.43,412.43,599.58,392.33,671.21,427.97,428.71,40.14,651.04,730.98,958.5,1779.92,912.56,2250.35,1137.02,1145.45,2458.49,1471.08,2210.73,664.21,822.14,819.8,782.84,2227.83,946.58,1215.01,1628.47,1015.33,1613.54,1467.88,1146.22,1536.65,2
1257.81,1105.92,1066.73,1159.93,921.41,1327.79,2024.26,1691.21,1683.32,1569.4,1218.75,2428.08,971.64,636.64,719.3,1516.97,1271.95,607.65,823,1445.82,1412.11,1161.06,1889.2,1027.36,1046.07,984.66,1539.23,1521.56,1450.94,2077.43,1927.77,1568.84,2007.56,1463.83,1507.09,1503.19,1770.13,350.35,1658.68,1993.33,1028,1510.04,1757.7,2263.33,2000.59,1457.36,1109.56,1482.17,1334.87,1909.85,1980.69,1770.13,1366.41,700.07,1106.87,401.94,690.72,2323.72,937.04,1597.87,2153.85,1263.4,830.78,637.33,1644.55,536.16,1067.13,1570.26,719.09,956.2,1323.9,1710.7,1360.6,1573.53,917.2,1057.16,643.44,1094.36,816.25,1331.96,583.98,650.12,628.04,933.09,417.47,726.24,469.17,585.26,650.16,528.58,429.73,809.9,1133.83,897.32,852.94,553.6,923.92,1111.84,1285.14,1039.58,700.78,835.63,565.94,0
542.9,532.9,748.5,945.45,917.43,1219.25,606.42,538.16,759.23,855.22,749.28,1087.14,635.54,911.31,609.16,758.48,615.59,658.38,644.22,532.38,505.7,494.67,629.73,709.83,596.43,677.65,576.37,513.56,545.44,385.91,552.84,455.73,444.03,533.32,472.93,412.87,240.32,252.18,332.76,451.85,646,696.34,357.53,409.28,380.84,361.02,287.04,352.61,558.04,419.1,415.09,240.32,456.86,376.26,342.8,247.88,363.48,401.88,700.36,338.85,425.23,351.67,152.44,214.41,390.23,535.17,530.1,270.46,301.98,362.62,593.24,690.86,565.06,462.62,369.19,285.27,244.27,326.3,548.62,867.37,593.04,469.14,937.84,528.65,334.97,441.27,563.21,486.72,400.91,582.61,468.03,422.29,1017.41,543.09,487.67,608.15,352.8,915.4,721.7,677.43,161.5,173.09,768.33,0
703.09,416.03,491.73,605.04,330.71,620.59,770.64,998.52,559.66,896.64,551.34,862.74,415.54,308.05,442.49,460.43,586.33,768.47,1157.59,1443.62,686.77,725.8,405.45,671.9,446.56,503.95,566.78,556.86,513.41,600.89,306.6,475.9,727.83,518.4,541.61,601.86,533.38,530.47,559.74,612.79,523,449.04,613.2,400.45,429.04,456.73,370.79,422.6,424.07,557.84,566.5,533.38,516.31,718.23,930.31,474.03,572.91,784.3,569.4,566.51,537.97,345.66,362.04,461.28,571.93,282.4,392.63,309.1,425.19,957.28,555.08,426.68,600.44,603.64,792.03,366.21,525.28,375.5,457.02,519.19,507.45,630.91,427.14,524.54,454.24,402.2,528.34,464.82,820.92,416.3,443.74,585.49,307.18,488.29,564.06,870.81,380.44,735.66,338.44,409.97,687.32,387.52,405.71,2
168.78,650.65,32.72,20,20,20,20,20,20,20,1219.78,20,20,71.88,285.57,20,20,123.04,586.29,104.93,64.28,20,60.39,37.93,160.14,35.35,20,20,20,20,52.7,25.21,96.35,20,21.59,20,20,20,20,20,20,20,20,20,20,61.59,20,20,20,20,20,20,20,20,20,60.24,20,833.93,20,314.49,338.21,20,1103.26,202.61,2773.95,20,1356.91,1123.45,20,96.05,20,20,174.88,20,1473.62,843.95,533.22,1324.28,2000.99,843.68,20,62.69,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
27.95,62.8,20,20,27.89,65.79,26.83,56.19,57.48,24.63,77.73,20,38.7,160.44,20,20,26.13,30.22,32.96,56.33,20,20,65.78,69.36,32.85,39.39,21.1,20,20,20,20,20,23.04,20,20,26.17,20,28.82,20,20,20,20,28.96,22.57,20,20,20,20,20,20,20,20,65.71,20,20,20,20,20,20,20,20,20,49.54,20,20,23.7,20,20,39.39,29.14,33.81,20,20,20,91.51,20,20,41.16,20,20,20,20,30.98,20,20,35.26,61.29,20,101.82,20,20,20,33.26,33.27,20,20,20,20,20,20,20,20,42.16,2
87.08,20,89.22,97.11,31.88,156.79,50.45,91.86,20,52.61,36.27,68.63,20,20,20,23.64,219.48,24.82,20,64.06,92.14,34.56,20,72.61,45.17,66.65,386.49,607.21,336.77,224.42,321.93,179.47,358.16,202.32,470.97,65.9,20,74.75,206.44,665.78,601,314.23,194.75,376.89,347.76,36.01,136.46,241.49,374.92,485.12,176.13,20,47.98,101.88,44.4,64.19,55.38,33.08,40.74,55.06,90.98,79.15,26.68,20,24.78,82.94,48.46,46.56,57.57,39.93,38.17,376.83,296.18,108.55,20,20,20,31.12,20,47.39,57.39,145.6,34.73,110.86,57.65,50.51,23.25,20,85.91,42.37,30.83,420.25,20,20,20,57.58,20.27,20,33.37,20,20,26.92,20,1
