BR_BR8T,BR_BR10T,BR_BR14T,BR_BR16T,BR_BR18T,BR_BR20T,BR_BR6T,BR_BR15T,BR_BR21T,BR_BR29T,BR_BR31T,BR_BR32T,BR_U1,BR_U16,BR_UX6,BR_UX8,BR_UX19,BR_B24T,BR_B46T,BR_B30T,BR_B34T,BR_B36T,BR_B37T,BR_B38T,BR_B39T,BR_B41T,PR_PR28T,PR_PR13BT,PR_PR8T,PR_PR21T,PR_PR27T,PR_PR9T,PR_PR7T,PR_PR19T,PR_PR5T,PR_PR24T,PR_U38,PR_U41,PR_PR4,PR_PR3,PR_PR1,PR_PR10,PR_PR22,PR_PR12,PR_PR31,PR_PR30,PR_PR26,PR_PR16,PR_PR23,PR_PR4,PR_PR11,PR_PR17,LU_A_LU_A31T,LU_A_LU_A34T,LU_A_LU_A39T,LU_A_LU_A8T,LU_A_LU_A20T,LU_A_LU_A5T,LU_A_LU_A6T,LU_A_LU_A17T,LU_A_LU_A18T,LU_S_LU_S20T,LU_S_LU_S24T,LU_S_LU_S25T,LU_S_LU_S12T,LU_S_LU_S13T,LU_S_LU_S14T,LU_S_LU_S44T,LU_S_LU_S7T,LUA_U17,LUA_UX4,LUA_LU40T,LUA_LU44T,LUA_LU33T,LUS_U2,LUS_U50,LUS_LU41T,LUS_LU30T,LUS_LU26T,LUS_LU36T,CO_CO7T,CO_CO9T,CO_CO42T,CO_CO15T,CO_CO40T,CO_CO27T,CO_CO30T,CO_CO32T,CO_CO88T,CO_CO24T,CO_CO8T,CO_U6,CO_U12,CO_CO14T,CO_CO21T,CO_CO23T,CO_CO5T,CO_CO43T,CO_CO70T,CO_CO49T,CO_CO51T,CO_CO56T,CO_CO61T
516,733,635,363.8,91,575,658.8,742,192,227,358,766,429,105,690,645,416,309.5,785,183,192.7,968,225,232,643,334,376,358,425.8,352,390,343.9,516,733,635,363.8,91,575,658.8,742,192,227,358,766,429,105,690,645,416,309.5,785,183,192.7,968,225,232,643,334,376,358,425.8,352,390,343.9,516,733,635,363.8,91,575,658.8,742,192,227,358,766,429,105,690,645,416,309.5,785,183,192.7,968,225,232,643,334,376,358,425.8,352,390,343.9,516,733,635,363.8,91,575,658.8
153,142,135,38,20,72,157,168,182,237,177,20,95,44,286,215,20,69,84,20,25,185,28,126,114,61,79,20,21,20,147,46,153,142,135,38,20,72,157,168,182,237,177,20,95,44,286,215,20,69,84,20,25,185,28,126,114,61,79,20,21,20,147,46,153,142,135,38,20,72,157,168,182,237,177,20,95,44,286,215,20,69,84,20,25,185,28,126,114,61,79,20,21,20,147,46,153,142,135,38,20,72,157
584,298,269,413,172,362,469,302,355,243,748,171,78,374,666,538,225,106,341,656,305,637,311,495,456,205,292,156,456,266,187,384,584,298,269,413,172,362,469,302,355,243,748,171,78,374,666,538,225,106,341,656,305,637,311,495,456,205,292,156,456,266,187,384,584,298,269,413,172,362,469,302,355,243,748,171,78,374,666,538,225,106,341,656,305,637,311,495,456,205,292,156,456,266,187,384,584,298,269,413,172,362,469
409,715,760,667,112,74,198,361,85,448,248,180,99,209,229,1231,126,115,354,20,20,402,62,219,149,109,338,20,20,20,65,153,409,715,760,667,112,74,198,361,85,448,248,180,99,209,229,1231,126,115,354,20,20,402,62,219,149,109,338,20,20,20,65,153,409,715,760,667,112,74,198,361,85,448,248,180,99,209,229,1231,126,115,354,20,20,402,62,219,149,109,338,20,20,20,65,153,409,715,760,667,112,74,198
233.5,332,269.5,181.25,41.5,190,160.7,215,107.5,115,251.5,691,84.5,35,357,262,339,177.8,329.5,155,99.3,407,52,131.5,291,125,70.5,144.5,100.45,54,250.5,219.8,233.5,332,269.5,181.25,41.5,190,160.7,215,107.5,115,251.5,691,84.5,35,357,262,339,177.8,329.5,155,99.3,407,52,131.5,291,125,70.5,144.5,100.45,54,250.5,219.8,233.5,332,269.5,181.25,41.5,190,160.7,215,107.5,115,251.5,691,84.5,35,357,262,339,177.8,329.5,155,99.3,407,52,131.5,291,125,70.5,144.5,100.45,54,250.5,219.8,233.5,332,269.5,181.25,41.5,190,160.7
333,275,298,122,58,88,216,180,116,353,405,20,20,171,165,689,116,20,338,20,20,476,20,273,317,98,200,20,107,70,131,105,333,275,298,122,58,88,216,180,116,353,405,20,20,171,165,689,116,20,338,20,20,476,20,273,317,98,200,20,107,70,131,105,333,275,298,122,58,88,216,180,116,353,405,20,20,171,165,689,116,20,338,20,20,476,20,273,317,98,200,20,107,70,131,105,333,275,298,122,58,88,216
290,231,160,278,26,20,264,154,55,160,207,20,121,218,314,499,20,20,86,20,20,157,52,66,210,20,160,20,174,20,199,121,290,231,160,278,26,20,264,154,55,160,207,20,121,218,314,499,20,20,86,20,20,157,52,66,210,20,160,20,174,20,199,121,290,231,160,278,26,20,264,154,55,160,207,20,121,218,314,499,20,20,86,20,20,157,52,66,210,20,160,20,174,20,199,121,290,231,160,278,26,20,264
692,1513,1315,349,50,404,1009,661,505,836,1232,133,171,382,655,1925,245,370,380,20,61,1043,132,493,693,365,367,51,127,93,397,295,692,1513,1315,349,50,404,1009,661,505,836,1232,133,171,382,655,1925,245,370,380,20,61,1043,132,493,693,365,367,51,127,93,397,295,692,1513,1315,349,50,404,1009,661,505,836,1232,133,171,382,655,1925,245,370,380,20,61,1043,132,493,693,365,367,51,127,93,397,295,692,1513,1315,349,50,404,1009
393,690,610.33333,269.4,37.66667,378.33333,491.56667,671.33333,202.33333,255.66667,414,524,320.33333,140.33333,609,752.33333,527,286.1,848,251,199.16667,768,272.66667,374.66667,431,300.66667,270,265.66667,345.86667,158.33333,403,225.1,393,690,610.33333,269.4,37.66667,378.33333,491.56667,671.33333,202.33333,255.66667,414,524,320.33333,140.33333,609,752.33333,527,286.1,848,251,199.16667,768,272.66667,374.66667,431,300.66667,270,265.66667,345.86667,158.33333,403,225.1,393,690,610.33333,269.4,37.66667,378.33333,491.56667,671.33333,202.33333,255.66667,414,524,320.33333,140.33333,609,752.33333,527,286.1,848,251,199.16667,768,272.66667,374.66667,431,300.66667,270,265.66667,345.86667,158.33333,403,225.1,393,690,610.33333,269.4,37.66667,378.33333,491.56667
91,126,139.5,127.5,20,112.5,92.5,130,143,132,115,46,20,116,134,165.5,33.5,162.15,88.5,86,76,450,136.5,466.5,446.5,226,450,88.5,125.2,111,628,232.95,91,126,139.5,127.5,20,112.5,92.5,130,143,132,115,46,20,116,134,165.5,33.5,162.15,88.5,86,76,450,136.5,466.5,446.5,226,450,88.5,125.2,111,628,232.95,91,126,139.5,127.5,20,112.5,92.5,130,143,132,115,46,20,116,134,165.5,33.5,162.15,88.5,86,76,450,136.5,466.5,446.5,226,450,88.5,125.2,111,628,232.95,91,126,139.5,127.5,20,112.5,92.5
128,66,40,20,20,20,20,20,91,100,78,20,20,20,108,225,20,59,153,20,20,61,67,131,96,23,61,20,44,23,312,20,128,66,40,20,20,20,20,20,91,100,78,20,20,20,108,225,20,59,153,20,20,61,67,131,96,23,61,20,44,23,312,20,128,66,40,20,20,20,20,20,91,100,78,20,20,20,108,225,20,59,153,20,20,61,67,131,96,23,61,20,44,23,312,20,128,66,40,20,20,20,20
47,210,238,82,20,20,20,20,20,20,98,32,20,39,20,53,20,20,20,20,20,137,20,151,103,20,258,20,20,20,20,162,47,210,238,82,20,20,20,20,20,20,98,32,20,39,20,53,20,20,20,20,20,137,20,151,103,20,258,20,20,20,20,162,47,210,238,82,20,20,20,20,20,20,98,32,20,39,20,53,20,20,20,20,20,137,20,151,103,20,258,20,20,20,20,162,47,210,238,82,20,20,20
862,1025,905,584,167,482,985,666,779,714,859,365,335,309,1195,1497,547,514,695,356,293,1346,201,744,868,726,641,251,438,399,354,415,862,1025,905,584,167,482,985,666,779,714,859,365,335,309,1195,1497,547,514,695,356,293,1346,201,744,868,726,641,251,438,399,354,415,862,1025,905,584,167,482,985,666,779,714,859,365,335,309,1195,1497,547,514,695,356,293,1346,201,744,868,726,641,251,438,399,354,415,862,1025,905,584,167,482,985
138,83,129,99,20,220,218,129,35,233,382,59,48,110,425,1371,180,301,358,20,20,1814,240,1373,923,207,1797,20,75,170,59,217,138,83,129,99,20,220,218,129,35,233,382,59,48,110,425,1371,180,301,358,20,20,1814,240,1373,923,207,1797,20,75,170,59,217,138,83,129,99,20,220,218,129,35,233,382,59,48,110,425,1371,180,301,358,20,20,1814,240,1373,923,207,1797,20,75,170,59,217,138,83,129,99,20,220,218
83,108,132,46,43,42,82,54,24,161,98,33,20,65,20,178,20,27,56,20,20,39,52,72,32,20,81,71,20,20,43,66,83,108,132,46,43,42,82,54,24,161,98,33,20,65,20,178,20,27,56,20,20,39,52,72,32,20,81,71,20,20,43,66,83,108,132,46,43,42,82,54,24,161,98,33,20,65,20,178,20,27,56,20,20,39,52,72,32,20,81,71,20,20,43,66,83,108,132,46,43,42,82
439,720,1205,688,128,763,797,1030,645,467,1075,197,219,247,688,1068,79,355,740,404,186,943,157,897,426,570,478,217,238,103,314,136,439,720,1205,688,128,763,797,1030,645,467,1075,197,219,247,688,1068,79,355,740,404,186,943,157,897,426,570,478,217,238,103,314,136,439,720,1205,688,128,763,797,1030,645,467,1075,197,219,247,688,1068,79,355,740,404,186,943,157,897,426,570,478,217,238,103,314,136,439,720,1205,688,128,763,797
50,36,230,60,66,20,177,28,136,203,256,119,209,31,412,515,60,339,142,292,57,107,84,60,280,20,48,146,175,24,133,123,50,36,230,60,66,20,177,28,136,203,256,119,209,31,412,515,60,339,142,292,57,107,84,60,280,20,48,146,175,24,133,123,50,36,230,60,66,20,177,28,136,203,256,119,209,31,412,515,60,339,142,292,57,107,84,60,280,20,48,146,175,24,133,123,50,36,230,60,66,20,177
3260,5572,4867,1722.7,189,502,823,1505,356,961,3280,2418,2161,555,1281,4046,1686,444.7,2625,53,244.3,1574,75,398,2555,461,856,22,221.9,180,1183,1986.2,3260,5572,4867,1722.7,189,502,823,1505,356,961,3280,2418,2161,555,1281,4046,1686,444.7,2625,53,244.3,1574,75,398,2555,461,856,22,221.9,180,1183,1986.2,3260,5572,4867,1722.7,189,502,823,1505,356,961,3280,2418,2161,555,1281,4046,1686,444.7,2625,53,244.3,1574,75,398,2555,461,856,22,221.9,180,1183,1986.2,3260,5572,4867,1722.7,189,502,823
88,289,266,83.1,20,85,20,156,55,46,47,69,32,20,149,154,38,20,155,41,131.9,186,20,20,136,97,59,20,55.7,77,140,333.1,88,289,266,83.1,20,85,20,156,55,46,47,69,32,20,149,154,38,20,155,41,131.9,186,20,20,136,97,59,20,55.7,77,140,333.1,88,289,266,83.1,20,85,20,156,55,46,47,69,32,20,149,154,38,20,155,41,131.9,186,20,20,136,97,59,20,55.7,77,140,333.1,88,289,266,83.1,20,85,20
20,61,69,57,26,37,96,69,20,77,74,20,20,21,20,20,20,20,20,20,20,104,29,87,45,20,73,20,20,20,32,121,20,61,69,57,26,37,96,69,20,77,74,20,20,21,20,20,20,20,20,20,20,104,29,87,45,20,73,20,20,20,32,121,20,61,69,57,26,37,96,69,20,77,74,20,20,21,20,20,20,20,20,20,20,104,29,87,45,20,73,20,20,20,32,121,20,61,69,57,26,37,96
396,267,448,307,69,299,499,642,515,421,498,20,82,295,247,656,163,87,465,41,24,486,202,623,419,319,310,79,173,246,355,153,396,267,448,307,69,299,499,642,515,421,498,20,82,295,247,656,163,87,465,41,24,486,202,623,419,319,310,79,173,246,355,153,396,267,448,307,69,299,499,642,515,421,498,20,82,295,247,656,163,87,465,41,24,486,202,623,419,319,310,79,173,246,355,153,396,267,448,307,69,299,499
93,520,401,67,20,210,425,240,93,457,442,20,25,78,157,757,193,20,286,20,20,378,20,120,178,110,183,23,20,20,140,147,93,520,401,67,20,210,425,240,93,457,442,20,25,78,157,757,193,20,286,20,20,378,20,120,178,110,183,23,20,20,140,147,93,520,401,67,20,210,425,240,93,457,442,20,25,78,157,757,193,20,286,20,20,378,20,120,178,110,183,23,20,20,140,147,93,520,401,67,20,210,425
269.66667,1009,312.66667,113.86667,213.33333,349,466.26667,448.33333,243.66667,363.33333,397.33333,414.33333,90,75,344,987.33333,623.33333,596.93333,1258.33333,61,73.26667,686.66667,362,400,591,475,672.66667,273.66667,220.06667,188,280.33333,419.8,269.66667,1009,312.66667,113.86667,213.33333,349,466.26667,448.33333,243.66667,363.33333,397.33333,414.33333,90,75,344,987.33333,623.33333,596.93333,1258.33333,61,73.26667,686.66667,362,400,591,475,672.66667,273.66667,220.06667,188,280.33333,419.8,269.66667,1009,312.66667,113.86667,213.33333,349,466.26667,448.33333,243.66667,363.33333,397.33333,414.33333,90,75,344,987.33333,623.33333,596.93333,1258.33333,61,73.26667,686.66667,362,400,591,475,672.66667,273.66667,220.06667,188,280.33333,419.8,269.66667,1009,312.66667,113.86667,213.33333,349,466.26667
82,29,44.5,20,37,20,20,20,44,45,46.5,22,20,43.5,196.5,20,34,20,36,20,20.6,57.5,27,123,140,73.5,45.5,20,22.5,47,20,27.2,82,29,44.5,20,37,20,20,20,44,45,46.5,22,20,43.5,196.5,20,34,20,36,20,20.6,57.5,27,123,140,73.5,45.5,20,22.5,47,20,27.2,82,29,44.5,20,37,20,20,20,44,45,46.5,22,20,43.5,196.5,20,34,20,36,20,20.6,57.5,27,123,140,73.5,45.5,20,22.5,47,20,27.2,82,29,44.5,20,37,20,20
162,139,169,202,20,69,112,155,110,154,124,198,24,55,191,253,88,46,118,91,72,207,56,190,147,102,64,50,70,113,138,42,162,139,169,202,20,69,112,155,110,154,124,198,24,55,191,253,88,46,118,91,72,207,56,190,147,102,64,50,70,113,138,42,162,139,169,202,20,69,112,155,110,154,124,198,24,55,191,253,88,46,118,91,72,207,56,190,147,102,64,50,70,113,138,42,162,139,169,202,20,69,112
111,351,207,129,72,186,134,237,134,279,390,20,20,209,202,776,80,364,290,20,20,558,29,432,372,169,305,20,20,20,242,605,111,351,207,129,72,186,134,237,134,279,390,20,20,209,202,776,80,364,290,20,20,558,29,432,372,169,305,20,20,20,242,605,111,351,207,129,72,186,134,237,134,279,390,20,20,209,202,776,80,364,290,20,20,558,29,432,372,169,305,20,20,20,242,605,111,351,207,129,72,186,134
151,394,318,205,74,137,319,314,230,301,366,79,122,180,355,753,143,252,439,20,29,416,41,105,101,90,209,20,20,20,116,84,151,394,318,205,74,137,319,314,230,301,366,79,122,180,355,753,143,252,439,20,29,416,41,105,101,90,209,20,20,20,116,84,151,394,318,205,74,137,319,314,230,301,366,79,122,180,355,753,143,252,439,20,29,416,41,105,101,90,209,20,20,20,116,84,151,394,318,205,74,137,319
721,454,490,204,151,191,756,625,244,874,958,210,164,453,729,971,227,259,728,257,82,920,110,480,519,310,344,77,149,155,324,326,721,454,490,204,151,191,756,625,244,874,958,210,164,453,729,971,227,259,728,257,82,920,110,480,519,310,344,77,149,155,324,326,721,454,490,204,151,191,756,625,244,874,958,210,164,453,729,971,227,259,728,257,82,920,110,480,519,310,344,77,149,155,324,326,721,454,490,204,151,191,756
26,95,107,62,51,151,65,80,33,192,229,20,20,24,124,480,30,253,30,20,20,261,20,182,63,20,164,24,20,201,119,39,26,95,107,62,51,151,65,80,33,192,229,20,20,24,124,480,30,253,30,20,20,261,20,182,63,20,164,24,20,201,119,39,26,95,107,62,51,151,65,80,33,192,229,20,20,24,124,480,30,253,30,20,20,261,20,182,63,20,164,24,20,201,119,39,26,95,107,62,51,151,65
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,110,20,28,146,20,20,20,40,102,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,110,20,28,146,20,20,20,40,102,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,110,20,28,146,20,20,20,40,102,20,20,20,20,20,20,20
99.5,145.5,101.5,45.4,20,32,117.85,55,42,88.5,93.5,87,77.5,51,130,227.5,71.5,41.25,115,24,23.7,193,37.5,74,116,79.5,96.5,56.5,52.7,24,118,141.2,99.5,145.5,101.5,45.4,20,32,117.85,55,42,88.5,93.5,87,77.5,51,130,227.5,71.5,41.25,115,24,23.7,193,37.5,74,116,79.5,96.5,56.5,52.7,24,118,141.2,99.5,145.5,101.5,45.4,20,32,117.85,55,42,88.5,93.5,87,77.5,51,130,227.5,71.5,41.25,115,24,23.7,193,37.5,74,116,79.5,96.5,56.5,52.7,24,118,141.2,99.5,145.5,101.5,45.4,20,32,117.85
348,197,493,398,115,230,344,558,510,367,342,248,111,267,41,505,20,360,200,170,64,479,426,513,553,381,345,95,425,333,397,289,348,197,493,398,115,230,344,558,510,367,342,248,111,267,41,505,20,360,200,170,64,479,426,513,553,381,345,95,425,333,397,289,348,197,493,398,115,230,344,558,510,367,342,248,111,267,41,505,20,360,200,170,64,479,426,513,553,381,345,95,425,333,397,289,348,197,493,398,115,230,344
20,20,32.5,22.5,20,22.5,59.5,30.5,65.5,42.5,34.5,34,65.5,45,75.5,76.5,28,37.5,38,46,26,29,24.5,25,22,20,23,20,22.5,20,20,20,20,20,32.5,22.5,20,22.5,59.5,30.5,65.5,42.5,34.5,34,65.5,45,75.5,76.5,28,37.5,38,46,26,29,24.5,25,22,20,23,20,22.5,20,20,20,20,20,32.5,22.5,20,22.5,59.5,30.5,65.5,42.5,34.5,34,65.5,45,75.5,76.5,28,37.5,38,46,26,29,24.5,25,22,20,23,20,22.5,20,20,20,20,20,32.5,22.5,20,22.5,59.5
101,172,358,67,20,226,112.2,341,52,126,117,151,20,20,56,67,81,87.5,37,103,20,20,44,20,81,40,65,37,20,37,20,58.8,101,172,358,67,20,226,112.2,341,52,126,117,151,20,20,56,67,81,87.5,37,103,20,20,44,20,81,40,65,37,20,37,20,58.8,101,172,358,67,20,226,112.2,341,52,126,117,151,20,20,56,67,81,87.5,37,103,20,20,44,20,81,40,65,37,20,37,20,58.8,101,172,358,67,20,226,112.2
83.5,215.5,146,48.1,20,101,232.3,196,31,104.5,200.5,104.5,53,46.5,47.5,159.5,100,56.9,188,40,20,204.5,73,29,212.5,64.5,115,20,27.4,37.5,51,179.15,83.5,215.5,146,48.1,20,101,232.3,196,31,104.5,200.5,104.5,53,46.5,47.5,159.5,100,56.9,188,40,20,204.5,73,29,212.5,64.5,115,20,27.4,37.5,51,179.15,83.5,215.5,146,48.1,20,101,232.3,196,31,104.5,200.5,104.5,53,46.5,47.5,159.5,100,56.9,188,40,20,204.5,73,29,212.5,64.5,115,20,27.4,37.5,51,179.15,83.5,215.5,146,48.1,20,101,232.3
20,20,20,94,89,86,20,241,62,59,94,260,91,23,25,169,162,80.5,468,111,79,33,23,20,20,68,104,29,51.3,25,206,42.8,20,20,20,94,89,86,20,241,62,59,94,260,91,23,25,169,162,80.5,468,111,79,33,23,20,20,68,104,29,51.3,25,206,42.8,20,20,20,94,89,86,20,241,62,59,94,260,91,23,25,169,162,80.5,468,111,79,33,23,20,20,68,104,29,51.3,25,206,42.8,20,20,20,94,89,86,20
117,447,317,45,53,100,231,230,74,252,289,47,20,37,102,384,68,155,195,20,20,343,29,124,71,55,262,20,21,20,192,211,117,447,317,45,53,100,231,230,74,252,289,47,20,37,102,384,68,155,195,20,20,343,29,124,71,55,262,20,21,20,192,211,117,447,317,45,53,100,231,230,74,252,289,47,20,37,102,384,68,155,195,20,20,343,29,124,71,55,262,20,21,20,192,211,117,447,317,45,53,100,231
363,199,427,257,56,157,318,310,362,310,480,120,151,184,571,760,214,308,292,265,128,325,124,390,246,150,186,155,214,125,232,166,363,199,427,257,56,157,318,310,362,310,480,120,151,184,571,760,214,308,292,265,128,325,124,390,246,150,186,155,214,125,232,166,363,199,427,257,56,157,318,310,362,310,480,120,151,184,571,760,214,308,292,265,128,325,124,390,246,150,186,155,214,125,232,166,363,199,427,257,56,157,318
80,108.5,82.5,65,20,41.5,34.5,20,30,52.5,115.5,25.5,39.5,33.5,41,277,104.5,121.1,211,42,33.5,105,41.5,69.5,81.5,28.5,30,20,40.5,56,59.5,49.2,80,108.5,82.5,65,20,41.5,34.5,20,30,52.5,115.5,25.5,39.5,33.5,41,277,104.5,121.1,211,42,33.5,105,41.5,69.5,81.5,28.5,30,20,40.5,56,59.5,49.2,80,108.5,82.5,65,20,41.5,34.5,20,30,52.5,115.5,25.5,39.5,33.5,41,277,104.5,121.1,211,42,33.5,105,41.5,69.5,81.5,28.5,30,20,40.5,56,59.5,49.2,80,108.5,82.5,65,20,41.5,34.5
174,200,178,81,40,151,231,174,97,369,270,20,36,99,250,296,48,48,126,20,20,144,20,79,87,24,56,26,20,28,50,20,174,200,178,81,40,151,231,174,97,369,270,20,36,99,250,296,48,48,126,20,20,144,20,79,87,24,56,26,20,28,50,20,174,200,178,81,40,151,231,174,97,369,270,20,36,99,250,296,48,48,126,20,20,144,20,79,87,24,56,26,20,28,50,20,174,200,178,81,40,151,231
978,1762.66667,1542.66667,390.16667,109.33333,766,1153.86667,1726.66667,492.66667,763,1675.33333,421,194,193,1091.33333,2070,1796.66667,942.16667,2468.66667,21.33333,34.63333,1767.33333,169,398,1207.33333,556.33333,608.33333,68,157.73333,261.33333,566,635.3,978,1762.66667,1542.66667,390.16667,109.33333,766,1153.86667,1726.66667,492.66667,763,1675.33333,421,194,193,1091.33333,2070,1796.66667,942.16667,2468.66667,21.33333,34.63333,1767.33333,169,398,1207.33333,556.33333,608.33333,68,157.73333,261.33333,566,635.3,978,1762.66667,1542.66667,390.16667,109.33333,766,1153.86667,1726.66667,492.66667,763,1675.33333,421,194,193,1091.33333,2070,1796.66667,942.16667,2468.66667,21.33333,34.63333,1767.33333,169,398,1207.33333,556.33333,608.33333,68,157.73333,261.33333,566,635.3,978,1762.66667,1542.66667,390.16667,109.33333,766,1153.86667
200,243.5,192,86.45,295.5,92.5,20,118,20,54,68.5,292.5,143.5,43,49.5,240,59.5,129.35,182.5,108,55.6,223.5,20,110.5,140.5,21.5,40,47.5,98.15,111,54,146.3,200,243.5,192,86.45,295.5,92.5,20,118,20,54,68.5,292.5,143.5,43,49.5,240,59.5,129.35,182.5,108,55.6,223.5,20,110.5,140.5,21.5,40,47.5,98.15,111,54,146.3,200,243.5,192,86.45,295.5,92.5,20,118,20,54,68.5,292.5,143.5,43,49.5,240,59.5,129.35,182.5,108,55.6,223.5,20,110.5,140.5,21.5,40,47.5,98.15,111,54,146.3,200,243.5,192,86.45,295.5,92.5,20
91,99,52,41,20,40,50,66,49,54,95,20,20,22,87,311,41,47,141,20,20,74,20,53,44,83,44,20,28,20,20,46,91,99,52,41,20,40,50,66,49,54,95,20,20,22,87,311,41,47,141,20,20,74,20,53,44,83,44,20,28,20,20,46,91,99,52,41,20,40,50,66,49,54,95,20,20,22,87,311,41,47,141,20,20,74,20,53,44,83,44,20,28,20,20,46,91,99,52,41,20,40,50
82,108,132,20,44,29,120,99,96,95,58,54,20,20,20,206,68,226,150,20,22,119,75,144,115,76,55,50,57,70,116,82,82,108,132,20,44,29,120,99,96,95,58,54,20,20,20,206,68,226,150,20,22,119,75,144,115,76,55,50,57,70,116,82,82,108,132,20,44,29,120,99,96,95,58,54,20,20,20,206,68,226,150,20,22,119,75,144,115,76,55,50,57,70,116,82,82,108,132,20,44,29,120
80,20,20,80,20,20,65,20,22,49,83,20,20,52,20,83,20,20,77,20,20,20,62,180,37,64,20,20,20,20,20,39,80,20,20,80,20,20,65,20,22,49,83,20,20,52,20,83,20,20,77,20,20,20,62,180,37,64,20,20,20,20,20,39,80,20,20,80,20,20,65,20,22,49,83,20,20,52,20,83,20,20,77,20,20,20,62,180,37,64,20,20,20,20,20,39,80,20,20,80,20,20,65
63,45,88,102,20,47,102,27,57,23,40,277,20,36,20,298,20,101,100,135,150,20,119,145,3595,61,37,98,50,40,20,78,63,45,88,102,20,47,102,27,57,23,40,277,20,36,20,298,20,101,100,135,150,20,119,145,3595,61,37,98,50,40,20,78,63,45,88,102,20,47,102,27,57,23,40,277,20,36,20,298,20,101,100,135,150,20,119,145,3595,61,37,98,50,40,20,78,63,45,88,102,20,47,102
328,458.33333,461.33333,312.06667,121.66667,384.66667,328.16667,306.66667,308.33333,345.66667,364,441.33333,348.66667,143.66667,419.33333,554.33333,337,210.66667,750.66667,71.66667,360.1,468.66667,332,302.66667,303.66667,201.33333,291.66667,154.33333,126.13333,207.66667,204,359.66667,328,458.33333,461.33333,312.06667,121.66667,384.66667,328.16667,306.66667,308.33333,345.66667,364,441.33333,348.66667,143.66667,419.33333,554.33333,337,210.66667,750.66667,71.66667,360.1,468.66667,332,302.66667,303.66667,201.33333,291.66667,154.33333,126.13333,207.66667,204,359.66667,328,458.33333,461.33333,312.06667,121.66667,384.66667,328.16667,306.66667,308.33333,345.66667,364,441.33333,348.66667,143.66667,419.33333,554.33333,337,210.66667,750.66667,71.66667,360.1,468.66667,332,302.66667,303.66667,201.33333,291.66667,154.33333,126.13333,207.66667,204,359.66667,328,458.33333,461.33333,312.06667,121.66667,384.66667,328.16667
691.75,1007,740,584.5,129.25,570,954.75,757.5,600.5,814.25,902.25,102.5,101.5,185.5,733.5,1458.5,324.25,594.75,848.25,195.75,71.25,927.75,519,706.5,669,657.75,699.75,221.75,241.25,260,567.75,253,691.75,1007,740,584.5,129.25,570,954.75,757.5,600.5,814.25,902.25,102.5,101.5,185.5,733.5,1458.5,324.25,594.75,848.25,195.75,71.25,927.75,519,706.5,669,657.75,699.75,221.75,241.25,260,567.75,253,691.75,1007,740,584.5,129.25,570,954.75,757.5,600.5,814.25,902.25,102.5,101.5,185.5,733.5,1458.5,324.25,594.75,848.25,195.75,71.25,927.75,519,706.5,669,657.75,699.75,221.75,241.25,260,567.75,253,691.75,1007,740,584.5,129.25,570,954.75
217.2,434.8,429.4,151.76,118.8,186.4,346.96,348.4,205.2,333.6,374.8,128.2,132.4,280.4,253,431.4,127,147.78,728,209.4,348.26,348,106.6,248.2,331.6,222,97,330.2,111.6,146.4,165.4,461.84,217.2,434.8,429.4,151.76,118.8,186.4,346.96,348.4,205.2,333.6,374.8,128.2,132.4,280.4,253,431.4,127,147.78,728,209.4,348.26,348,106.6,248.2,331.6,222,97,330.2,111.6,146.4,165.4,461.84,217.2,434.8,429.4,151.76,118.8,186.4,346.96,348.4,205.2,333.6,374.8,128.2,132.4,280.4,253,431.4,127,147.78,728,209.4,348.26,348,106.6,248.2,331.6,222,97,330.2,111.6,146.4,165.4,461.84,217.2,434.8,429.4,151.76,118.8,186.4,346.96
309,1283,1335,367.3,201,591,610.7,1018,509,703,931,280,329,116,726,847,658,605.8,1641,46,20,1013,472,393,974,499,773,34,224,370,925,1167.9,309,1283,1335,367.3,201,591,610.7,1018,509,703,931,280,329,116,726,847,658,605.8,1641,46,20,1013,472,393,974,499,773,34,224,370,925,1167.9,309,1283,1335,367.3,201,591,610.7,1018,509,703,931,280,329,116,726,847,658,605.8,1641,46,20,1013,472,393,974,499,773,34,224,370,925,1167.9,309,1283,1335,367.3,201,591,610.7
45,159,77,31,20,30,61,60,20,100,50,20,29,58,20,154,20,20,23,20,20,42,20,20,20,20,20,20,20,20,62,54,45,159,77,31,20,30,61,60,20,100,50,20,29,58,20,154,20,20,23,20,20,42,20,20,20,20,20,20,20,20,62,54,45,159,77,31,20,30,61,60,20,100,50,20,29,58,20,154,20,20,23,20,20,42,20,20,20,20,20,20,20,20,62,54,45,159,77,31,20,30,61
64,252,201,101,61,126,138,101,157,145,201,20,59,110,139,307,124,41,113,111,36,176,28,97,142,105,34,20,70,66,64,111,64,252,201,101,61,126,138,101,157,145,201,20,59,110,139,307,124,41,113,111,36,176,28,97,142,105,34,20,70,66,64,111,64,252,201,101,61,126,138,101,157,145,201,20,59,110,139,307,124,41,113,111,36,176,28,97,142,105,34,20,70,66,64,111,64,252,201,101,61,126,138
