%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
122.56,84.6,115,168.6,195.24,209.42,437.91,2082.41,138.83,182.46,70.47,213.51,506.19,414.58,230.02,369.99,882.11,139.23,81.9,61.85,96.43,75.6,70.09,112.71,69.81,64.63,156.32,122.85,200.9,94.38,94.86,113.93,167.56,153.84,87.32,95.95,134.81,68.45,128.38,111.96,108,161.96,243.68,180.6,125.69,182.88,383.97,188.11,226.49,159.79,175.1,134.81,454.77,563.89,434.7,345.64,385.63,887.45,466.58,378.03,931.55,269.51,374.42,166.22,136.27,115.53,134.5,422.04,180.78,291.39,222.47,454.59,260.8,397.69,229.3,201.36,285.97,245.98,254.24,368.79,411.8,212.33,351.1,489.64,486.05,171.55,217.68,240.87,263.03,498.92,228.88,449.83,262.18,238.76,446.54,150.52,141.86,258.32,105.82,144.47,168.22,115.39,435.7,2
95.14,40.555,83.275,43.08,66.74,81.135,67.96,24.05,30.61,53.17,41.975,44.66,41.575,242.59,24.62,38.775,96.675,125.74,30.475,109.9,52.5,57.24,72.54,31.13,30.53,78.77,102.615,50.85,42.215,57.675,131.74,41.335,25.71,130.065,88.795,43.435,20,46.38,57.515,44.485,37.5,38.125,27.975,66.25,39.22,26.58,35.88,94.495,54.335,30.62,34.72,20,58.415,20,20,113.075,27.62,34.325,77.115,84.125,106.915,96.685,20,22.785,38.905,75.04,20,20,20,96.055,77.065,68.285,20,193.775,53.12,29.25,32.84,33.13,81.315,41.205,294,115.265,1192.245,115.995,350.375,254.945,190.735,419.535,188.79,263.765,133.59,79.36,137.45,136.995,42.315,32.225,300.3,496.5,155.4,470.98,192.74,318.77,739.28,1
20,20,20,62.96,20,20,20,20,20,133.21,20,20,20,20,20,20,20,109.01,20,20,20,20,20,71.53,20,20,69.05,75.52,67.94,103.82,20,31.26,39.8,96.03,60.83,30.04,36.15,36.03,103.73,38.99,28,20,149.8,220.84,58.59,79.6,31.06,136.49,84.81,30.62,78.28,36.15,20,20,20,20,20,20,67.9,58.24,35.6,20,20,20,20,20,20,20,20,20,20,20,34.37,20,20,64.16,20,20,99.84,20,31.21,20,20,20,20,20,20,20,20,20,20,51,68.48,20,20,20,47.9,20,20,33.19,49.03,36.54,20,1
261.24,309.62,178.45,234.76,153.4,343.19,223.25,207.48,319.96,267.54,481.9,262.53,434.89,467.21,440.54,243.58,183.95,292.49,377.54,419.72,318.21,257.05,315.95,265.51,380.86,299.94,226.33,189.31,224.19,213.93,199.29,200.64,216.78,248.94,165.82,226.79,285.25,237.77,208.49,187.94,235,227.91,165.78,224.76,232.47,219.84,422.56,234.49,264.08,197.11,222.48,285.25,412.01,354.07,175.53,231.09,303.07,255.92,242.51,246.72,225.47,155.29,181.02,227.2,226.09,267.59,198.79,202.1,285.82,292.47,174.48,284.12,233.51,390.59,288.2,192.48,286.97,190.76,272.77,251.35,279.91,230.53,310.74,305.9,298.19,304.03,293.76,314.53,277.88,213.98,285.86,243.79,227.94,304.33,147.87,236.39,194.36,289.75,307.94,181.56,271.08,216.36,361.68,2
179.53,113.38,84.27,94.97,124.52,157.89,211.44,71.32,130.15,237.31,180.32,206.97,217.96,88.56,280.7,154.16,144.23,133.83,400.51,290.49,132.85,291.62,216.74,133.3,213.53,153.51,137.14,138.96,125.2,113.26,148.51,140.15,149.76,159.44,113.82,100.79,58.61,101.77,98.6,142.95,142,119.29,137.82,104.04,189,126.03,105.4,92.75,158.06,160.75,101.97,58.61,120.99,54.47,76.41,94.81,118.81,213.11,47.53,141.89,162.18,176.33,161.01,207.53,190.99,114.54,202.75,220.93,141.39,114.4,129.77,84.74,211.27,189.72,189.33,309.94,340.59,299.19,146.16,315.22,90.62,106.16,27.22,80.07,65.6,65.76,69.74,100.53,40.3,86.86,95.29,67.32,88.05,185.92,200.75,104.05,37.77,134.56,108.68,66.38,94.21,167.32,125.56,2
320.37,184.03,350.95,345.74,592.69,353.05,378.88,605.16,516.28,1591.79,271.52,379.08,291.29,20,433.72,751.29,216.35,455.47,305.63,250.73,249.64,707.44,2694.7,939.58,458.87,753.39,767.22,1500.41,1085.05,1030.85,771.3,1048.58,591.69,1340.75,886,993.41,933.91,1015.01,787.75,751.75,752,890.31,1291.31,838.2,946.9,1362.6,1237.55,844.33,1248.13,926.22,705.55,933.91,276.41,721.25,701.09,554.02,1496.22,465.13,313.32,881,162.18,602.14,745.99,2224.75,676.2,364.35,285.82,977.82,421.15,596.82,735.01,1091.62,614.6,351.03,842.52,311.92,150.93,683.72,239.83,169.97,172.17,76.84,54.45,82.12,173.94,104.84,70.8,20,224.85,50.85,42.97,197.88,119.35,494.16,328.05,61.62,88.43,26.52,28.6,20,21.15,169.24,29.05,1
330.04,1071.91,452.07,130.19,382.51,416.65,469.04,300.42,519.53,405.22,1143.09,444.44,1982.99,368.38,567.25,276.47,407.61,232.05,472.43,238.58,425.35,265.69,595.23,403.14,780.19,856.41,234.96,268.87,279.51,374.38,301.81,147.21,196.88,258.27,234.5,318.86,217.85,277.4,313.25,345.88,173,303.56,265.65,367.08,251.37,517.37,489.37,703.46,455.88,458.33,279.13,217.85,261.81,385.34,305.63,321.94,444.03,331.82,247.36,375.91,252.17,174.33,365.85,636.35,422.23,158.97,226.48,905.5,349.44,261.17,167.94,297.08,479.14,468.71,103.08,322.77,572.94,180.72,297.47,184.39,454.09,579.35,379.27,145.76,591.41,240.17,263.11,461.84,284.25,310.37,331.64,687.5,517.51,721.19,708.99,450.56,177.78,279.92,852.31,370.93,1188.15,698.12,672.75,0
48.38,20,56.51,81.1,78.69,88.81,155.63,185.87,119.31,45.9,73.58,118.74,39.72,20,60.43,92.5,72.12,50.73,64.92,65.17,80.36,117.73,76.56,154.97,99.58,98.97,43.16,40.28,45.61,54.53,39.28,29.24,70.16,48.48,47.1,78.5,45.91,52.24,56.49,43.99,48,20,43.94,47.11,43.47,36.96,62.11,68.25,31.81,34.45,47.38,45.91,73.01,119.03,80.54,54.32,40.28,57.41,63.05,414.03,61.31,85.16,77.17,37.37,126.98,45.42,118.68,153.56,81.81,238.51,98.15,75.77,34.37,21.31,102.03,37.51,85.39,129.52,20,73.14,20,20,41.31,22.58,29.82,23.83,30.64,53.75,20,20,43.91,21.42,40.11,20,20,23.24,23.03,39.29,35.27,20,28.84,24.04,26.24,2
874.02,1166.98,953.71,790.72,385.5,1346.43,706.24,622.45,841.66,1048.88,944.11,860.56,981.82,1207.81,483.43,419.32,559.16,858.05,616.25,823.98,849.62,817.6,707.37,739.09,844.86,947.3,458.41,455.16,463.91,515.95,300.85,497.07,386.43,453.13,323.79,390.58,455.23,475.53,508.39,301.9,241,517.89,698.09,361.19,367.61,503.16,568.43,552.97,612.02,552.1,486.16,455.23,529.87,455.95,363.45,472.05,586,402.86,531.57,540.04,323.37,474.9,385.86,523.24,340.68,617.13,493.51,551.82,488.82,763.02,585.61,408.73,625.72,510.31,495.41,504.4,383.28,361.44,479.66,284.32,610.15,611.7,636.49,734.98,588.43,825.36,816.82,562.37,742.44,654.64,453.08,468.19,852.08,535.26,583.64,648.56,591.38,562.8,584.41,524.18,564.27,564.46,505.03,2
169.86,140.42,238.92,114.18,89.65,120.61,121.28,105.9,116.05,68.28,54.93,166.67,175.18,257.99,192.01,108.94,170.36,154.34,99.88,140.27,63.21,31.32,135.87,114.87,68.78,71.7,44.12,67.47,94.14,81.8,60.36,81.67,55.5,83.91,60.83,35.86,113.32,38.73,72.92,75.97,31,95.04,83.89,50.06,66.15,106.13,53.64,68.25,77.1,56.45,71.07,113.32,43.81,56.49,49.56,45.43,51.35,58.38,103.79,62.47,61.31,38.07,55.26,92.45,20,93.8,62.31,83.22,72.72,106.84,177.76,133.59,96.03,159.28,106.24,87.85,81.42,66.26,119.4,147.31,117.8,75.83,128.61,20,52.68,137.24,110.95,96.55,20,37.08,59.79,122.4,103.7,92.96,135.14,165.68,118.83,145.36,113.45,112.25,70.17,77.89,123.68,1
20,20,20,20,20,86.62,140.6,20,20,20,20,20,25.46,215.63,20,43.17,20,20,20,20,36.43,20,20,20,106.76,20,29.73,51.36,20,20,44.07,20,53.41,40.09,22.57,70.75,27.35,20,20,53.98,20,90.19,26.96,33.37,20,151.61,51.76,20,20,27.75,75.19,27.35,108.48,83.73,20,165.91,33.23,142.07,20,145.07,56.37,43.08,27.63,20,68.14,20,80.11,76.28,114.13,56.12,30.53,48.85,31.34,20,66.27,67.12,105.25,20,20,20,21.14,75.83,20,20,20,20,20,20,20,20,20,20,33.26,20,83.24,20,20,20,37.18,20,34.61,20,36.54,2
138.145,140.855,117.48,82.7,111.565,135.415,124.505,169.665,233.19,263.06,133.69,163.4,141.06,162.74,120.135,79.375,98.84,166.75,161.805,165.68,157.495,198.735,277.125,184.23,202.745,307.01,135.225,114.225,162.86,92.845,146.595,118.47,150.275,75.265,130.5,85.77,121.855,133.745,87.815,116.46,97.5,128.02,96.375,93.92,142.695,102.86,129.87,134.245,127.1,91.81,92.185,121.855,205.05,160.895,102.74,68.635,103.135,49.895,72.08,86.24,72.685,77.15,93.84,103.925,165.175,101.705,119.67,82.23,138.87,139.76,133.23,123.65,80.255,140.365,113.07,131.28,132.56,114.455,139.695,140.825,82.995,89.48,106.55,127.535,70.135,116.275,113.555,122.97,105.985,88.915,81.465,89.56,78.48,151.89,151.505,93.85,100.275,144.07,64.82,63.2,94.11,88.85,101.195,0
344.37333,292.76,274.94333,512.92,600.99333,291.37667,407.85667,320.59,752,464.92333,226.61333,333.69667,446.09333,571.42333,597.14,834.53667,440.01,427.76667,576.96667,638.05,585.70333,506.18667,622.54333,488.03333,532.10333,584.74,573.49667,410.51667,446.76667,610.67667,1197.67,642.25667,534.44,436.66,397.38,563.41667,479.98333,1226.36333,492.29667,500.83333,435,545.37333,584.90333,437.74667,594.09667,576.43667,932.94667,579.22,462.30333,429.94,572.33667,479.98333,542.04333,550.10333,699.71333,444.4,591.37,392.15333,448.47333,513.56333,638.18,546.37,539.88,528.81333,598.08,557.22667,542.63333,447.13333,700.57333,610.48667,290.44333,630.38,472.40667,450.78667,584.47,1027.21667,500.45333,614.78333,343.10333,403.47,418.18333,449.93,449.04667,469.45333,430.38667,530.86333,548.06667,662.89667,316.42,478.79667,654.24667,465.47,552.72667,627.9,456.01,523.97,310.43,527.43667,434.73333,482.53,520.05667,935.63333,388.22333,1
151.58,108.15,109.05,115.25,81.68,287.27,129.87,122.11,157.27,118.66,146.13,87.15,138.51,195.1,94.54,92.5,50.17,90.66,89.89,59.64,84.64,51.84,56.07,101.87,84.18,78.77,59.46,34.24,54.35,69.21,78.57,94.78,45.03,55.01,37.28,32.95,82.06,26.12,36.97,41.99,31,119.29,63.92,62.82,79.38,72.01,20,56.87,63.61,44.97,75.19,82.06,78.23,70.61,51.63,104.68,79.54,99.25,164.9,61.42,56.37,47.09,50.49,77.7,96.01,102.69,67.25,65.39,180.78,63.67,62.16,20,75.81,120.73,74.68,90.81,89.37,51.2,107.05,116.41,144.99,47.52,97.63,149.87,65.6,95.31,119.41,56.73,145.31,101.69,51.38,47.94,104.68,75.35,53.86,107.08,87.51,124.74,101.06,81.02,45.18,68.27,94.64,2
277.36,202.35,228.02,162.2,256,345.38,442.2,86.45,367.68,283.21,320.23,175.38,265.82,659.74,327.48,198.36,311.46,260.11,208.75,349.03,139.28,233.29,253.4,224.33,188.89,221.17,176.46,173.2,181.49,256.93,153.3,163.34,252.38,230.3,187.41,192.87,270.6,227.86,220.82,193.93,198,208.52,207.73,180.6,212.63,232.15,244.69,194.24,339.26,241.12,324.45,270.6,261.81,377.27,191.02,149.12,216.48,379.5,388.98,275.31,233.38,153.29,190.55,144.58,141.43,152.06,227.47,196.16,338.34,261.17,377.32,310.04,171.84,269.86,317.65,190.51,194.62,228.91,400.4,255.47,288.97,226.48,329.51,235.07,303.16,169.65,299.04,270.73,274.7,323.08,170.96,201.96,306.2,217.24,331.97,344.49,130.8,372.25,278.38,316.27,228.79,183.66,278.28,2
20,20,20,91.77,87.66,155.69,140.6,190.19,126.9,151.12,97.42,55.56,128.33,455.66,57.5,85.3,59.57,42.09,28.96,30.93,38.57,20,20,63.94,20,20,20,78.55,76.67,20,50.78,21.17,60.74,76.45,66.72,35.86,31.26,20,59.57,48.98,50,96.01,75.9,60.85,68.99,105.18,59.29,92.75,101.2,20,20,31.26,239.9,80.7,101.19,20,72.5,22.38,77.6,87.89,40.55,20,20,118.02,20,128.36,20,34.67,61.61,57.2,20,222.31,52.56,189.72,38.92,58.24,94.33,40.16,83.37,105.07,130.89,44.49,45.06,93.41,91.45,60.04,121.52,43.8,220.61,88.98,21.49,118.32,126.2,95.9,108.7,84.86,36.85,92.33,55.3,20,23.07,41.35,50.6,0
813.82,112.51,648.37,518.61,443.27,384.85,446.5,758.62,190.89,532.83,342,518.51,532.67,373.51,252.44,606.38,789.09,940.08,494.4,481.57,624.63,486.03,335.35,540.77,429.1,284.8,487.18,530.68,385.3,521.19,240.49,530.34,426.23,426.09,473.91,482.65,438.63,242.27,484.77,510.83,451,519.83,395.48,508.42,607.64,495.58,407.5,553.85,555.15,251.65,671.56,438.63,483.98,634.5,396.49,328.86,503.44,593.58,491.8,318.73,578.51,287.55,225.8,260.64,248.8,247.84,314.5,221.92,147.45,425.22,381.68,865.32,296.18,320.59,278.74,124.37,141.99,120.48,203.8,422.36,110.75,351.85,200.9,123.18,243.52,146.77,250.43,161.25,243.94,629.22,254.1,377.41,256.31,316.07,239.92,359.64,127.12,183.67,216.41,116.16,231.67,172.13,335.44,2
1191.16,1009.98,1255.1,1414.97,2025.12,1377.13,4159.08,1704.18,920.84,808.21,1601.16,1360.56,1571.52,1678.87,946.39,1182.95,1244.78,909.86,1194.55,608.59,921.41,1425.68,1012.53,1316.71,1041.96,456.48,1909.42,1965.64,1395.62,1851.96,1474.57,1608.16,1597.04,1335.16,1812.24,2476.25,1156.64,1548.19,2141.4,1872.37,1430,1686.55,1758.7,1672.47,1866.4,2563.16,2277.47,1663.29,2855.76,1748.15,1080.47,1156.64,1184.91,877.61,966.45,1853.64,1866.75,1879.02,1031.13,2120.97,1052.2,1665.16,1381.46,2131.32,1067.46,2593.92,1238.23,2166.66,1593.71,2771.47,661.95,1853.25,1327.25,2255.29,1273.77,913.05,2578.72,1518.05,1189.89,1018.8,1028,1745.12,1041.1,610.77,869.72,594.72,1169.75,2102.16,1834.88,1802.91,810.88,2006.39,2014.28,1995.25,3269.76,2130.56,1291.46,1553.83,2092.64,1930.78,2408.02,2663.62,1999.52,0
832.09,778.86,2017.47,1564.36,793.91,1661.11,353.12,1642.59,480.48,2687.68,298.47,964.04,318.79,958.8,633.53,447.07,1579.22,1017.79,922.88,601.97,887.12,1802.62,346.14,1273.36,583.09,510.01,1430.86,4280.71,3795.73,2612.25,4019.38,3825.31,2272.51,2440.02,1445.28,1160.1,1978.21,878.12,3088.33,2244.24,3237,2908.55,4214.48,2766.84,2729.2,3333.54,1995.14,1752.53,1831.23,4199.58,2467.88,1978.21,2353.14,702.09,367.58,1481.33,1332.1,273.44,1034.04,424.62,916.72,1112.11,366.8,812.4,862.02,804.74,1789.1,384.39,858.46,264.41,401.31,884.26,1108.9,1181.92,590.08,514.27,485.56,464.85,372.61,1749.17,1783.14,684.5,713.47,1154.82,809.09,1547.79,746.02,645.98,628.95,560.36,1417.17,582.43,1309.92,2052.98,785.37,824.34,347.28,1165.86,511.96,627.65,1269.86,901.98,1472.94,2
37.63,20,20,51.22,20,103.07,65.47,81.05,20,20,61.14,47.93,20,46.21,134.5,55.5,90.93,73.39,71.91,20,32.14,20,40.98,63.94,70.83,20,20,20,38.82,20,31.62,38.31,20,50.35,20,45.55,39.08,20,35.95,20,20,46.55,51.93,38.28,37.8,38.85,30.12,31.5,20,20,20,39.08,65.71,82.72,30.98,20,59.41,57.41,109.61,20,20,37.07,29.53,33.44,35.1,82.94,83.08,23.78,30.3,30.22,117.78,70.78,76.82,90.29,31.55,51.33,34.75,65.26,55.58,40.18,71.49,44.49,30.98,112.92,37.77,35.26,71.85,36.83,61.52,59.32,36.43,25.5,34.24,54.8,113.59,107.08,80.14,33.39,40.99,20,40.37,23.08,77.77,0
1198.68,982.95,949.75,841.94,468.18,810.27,882.26,1030.94,592.2,1271.64,801.1,836.59,1167.18,1485.05,601.36,529.29,690.85,703.71,732.11,559.99,816.41,667.48,756.97,799.78,974.21,963.46,421.97,366.54,211.57,531.68,456.07,300.46,635.67,625.62,409.15,322.74,614.47,324.23,472.44,622.79,473,682.77,513.33,830.35,471.56,841.44,516.67,464.6,582.14,824.8,487.19,614.47,1181.79,723.27,596.8,965.83,659.5,2035.69,1247.45,1422.1,2285.37,503.96,895.57,334.4,249.83,762.28,681.42,378.45,604.96,1320.98,351.15,615.09,842.04,869.45,714.19,1521.09,542.16,416.66,505.39,844.71,1063.24,641.02,881.51,1094.25,885.63,1036.95,1114.8,1204.36,884.56,928.99,1054.7,1361.73,1432.2,657.58,519.99,796.05,818.91,1358.37,1814.25,902.92,344.14,1076.99,920.12,1
122.56,20,47.59,64.03,20,20,20,62.68,20,21.27,20,28.32,27.5,20,38.99,55.5,20,25.9,134.84,20,77.14,63.72,108.91,30.34,195.05,55.55,54.66,45.31,20,20,59.4,33.27,20,22.38,23.55,20,91.83,20,20,20,51,63.04,20,51.04,21.74,48.33,21.65,20,31.81,20,58.71,91.83,62.58,86.75,22.72,40.49,48.33,25.3,30.07,123.89,114.71,88.17,93.37,20.65,20,20,67.25,20,35.35,20,45.8,20,59.64,20,38.92,112.53,20,20,20,56.66,20,40.44,20,20,20,35.26,20,44.79,20,20,63.53,23.46,45,20,20,20,30.4,20,94.38,20,20,22.12,20,1
242.425,569.97,445.625,482.865,362.59,555.9,267.795,706.2,588.405,675.555,415.06,661.76,240.365,222.05,494.635,285.715,482.86,677.265,1169.58,407.57,673.915,767.385,1192.615,954.21,515.335,1381.05,416.695,303.605,326.585,324.565,413.915,217.78,367.58,268.06,367.94,310.62,440.09,558.845,225.435,181.94,245.5,329.26,387.49,331.745,353.435,225.995,300.21,256.365,391.31,408.095,380.585,440.09,155.94,457.975,275.17,314.045,710.355,341.55,214.86,287.49,169.105,576.595,337.265,446.52,417.59,470.005,332.8,311.575,505.485,290.315,306.435,273.655,484.2,348.49,678.43,333.135,310.795,730.91,324.75,389.905,346.36,344.78,461.88,468.595,387.155,502.27,392.03,821.655,266.22,308.78,538.56,361.6,309.14,559.725,251.67,561.685,656.785,717.98,872.33,460.73,844.97,686.1,377.605,2
2371.57,1605.68,1394.88,1696.68,1621.69,1766.37,4012.03,2305.02,2319.99,1050,2085.13,2578.41,7524.57,1885.52,2699.8,1389.53,1814.38,1689.12,2091.46,2046.69,1160.33,1819.9,3782.72,3511.23,3746.97,2693.43,2724.59,2781.3,3262.91,1042.38,2179.76,2528.7,2347.91,2538.85,3224.15,4428.17,1941.09,1916.55,2382.75,2352.21,2453,2666.09,2162.17,1919.81,2142.34,4404.28,4698.93,2980.09,2723.72,2184.47,1326.64,1941.09,1425.86,2342.31,2244.72,2759.23,1561.67,3256.91,1642.25,2825.13,5215.52,1488.83,5703.04,2178.53,4719.95,735.62,3515.9,4885.13,2510.75,891.45,3161.43,2665.74,1395.98,1518.74,3658.28,1706.66,2259.98,2203.78,1845.56,3329.39,3029.62,2343.68,3080.13,2525.2,3555.43,2834.45,2202.13,4473.07,2280.34,2270.05,3489.2,3713.91,1848.95,3087.31,2662.62,2052.77,2541.48,3203.91,3071.74,2250.95,3315.47,4002.17,3042.39,0
805.22,691.64,934.88,1191.95,1699.39,960.48,1329.83,2097.54,1221.28,1791.04,1141.02,2034.84,535.72,151.46,563.35,1195.28,1308.53,2092.78,1360.35,842.75,1392.83,1404.08,1127.91,1628.82,775.06,912.96,758.59,692.81,883.18,721.49,670.7,1137.31,1378.17,843.8,853.63,861.6,913.4,988.9,956.18,1109.63,702,900.01,1002.69,693.92,618.98,931.46,862.99,592.34,823.09,723.37,900.22,913.4,561.17,959.32,1370.17,1281.85,1350.22,1730.14,600.44,1103.37,568.62,983.87,1169.95,987.47,877.51,339.67,645.82,1261.16,584.76,697.18,1705.58,1124.51,2400.77,1525.84,707.88,438.26,826.14,988.94,430.25,810.72,826.63,731.01,880.57,538.91,1677.82,823.46,1404.34,1051.08,1023.5,1224.54,878.14,926.18,809.04,1075.42,1014.52,828.38,899.97,985.14,498.61,808.23,731.54,647.15,733.66,1
86,20,290.48,113.11,114.55,365.12,345.61,20,101.95,124.25,238.36,113.29,153.79,115.52,505.85,152.11,65.84,98.22,226.72,331.36,124.28,186.85,77.64,20,524.58,20,43.16,84.59,117.43,31.46,123.6,181.49,210.49,179.95,20,20,67.41,20,20,103.96,43,126.08,129.83,20,64.26,20,125.17,21,92.53,387.52,53.56,67.41,170.02,72.63,248.84,330.83,245.68,36,379.28,1187.02,661.58,324.62,20,111.14,110.46,65.17,416.37,74.3,171.69,74.47,254.09,1043.76,532.72,313.49,51.54,140.16,89.37,20,168.81,480.04,20,76.84,86.37,88.28,24.85,20,20,127.4,20,42.37,97.16,240.73,29.35,30.33,141.01,359.64,20,46.16,20,20,20,20,20,0
98.905,88.965,143.75,116.85,32.91,109.645,48.3,52.41,45.25,50.86,28.655,34.855,66.2,378,22.67,57.04,38.22,62.06,74.41,42.03,91.07,47.8,56.075,79.11,63.65,58.07,20,25.61,57.26,39.365,25.39,30.165,32.465,20,41.21,25.02,31.49,34.225,21.81,20.495,24,48.005,21.485,26.685,23.705,35.535,31.175,38.06,31.685,93.245,21.845,31.49,50.16,20.085,44.915,32.715,56.385,34.055,50.44,33.885,20,26.53,38.585,30,20,62.205,31.155,27.74,28.785,40.47,54.525,21.965,27.69,43.625,33.665,32.08,20.925,36.645,30.585,22.36,42.285,56.62,49.285,58.245,34.35,82.44,72.91,33.39,123.03,140.355,37.365,20.71,39.62,24.68,40.845,67.685,73.235,22.77,40.995,20,22.975,25.865,25.3,2
92.45,88.96,94.18,69.36,92.64,310.29,90.16,253.95,101.95,75,123.33,156.86,51.94,20,140.35,44.19,27.17,115.49,188.77,89.47,84.64,84.24,111.07,156.05,107.79,62.61,71.93,71.5,66,20,55.57,26.21,65.98,121.21,69.66,63,37.12,92.77,33.89,20,39,60.13,51.93,46.13,74.66,50.22,51.76,66.5,61.68,61.24,38.11,37.12,60.5,36.31,51.63,37.53,79.54,109.96,20.37,25.41,70.21,47.09,79.08,67.86,64.01,20,69.23,52.51,47.47,66.91,20,41.87,58.63,93.34,48.38,46.39,55.61,20,20,59.75,20,52.58,32.86,46.19,101.38,26.69,20,31.85,60.46,40.25,32.7,71.4,78.26,28.38,82.26,58.59,20,84.47,47.67,41,99.01,81.74,116.19,0
221.46,139.55,466.94,785.38,418.37,387.04,244.71,394.44,110.63,319.03,110.89,322.44,388.04,169.43,94.54,341.21,322.95,282.78,399.51,479.36,489.63,558.39,130.48,279.6,197.1,381.75,415.26,443.07,584.26,421.57,403.38,608.99,575.98,296.49,396.4,403.18,300.88,119.78,428.28,624.79,616,499.47,404.47,388.67,489.52,434.93,671.95,202.11,373.96,452.59,481.01,300.88,301.44,375.25,239.55,486.86,437.99,388.26,521.87,473.33,781.24,391.74,139.1,462.26,397.46,205.38,387.69,163.47,349.44,494.29,106.87,755.66,294.16,148.12,374.45,240.85,163.84,221.88,305.71,436.78,162.1,333.66,266.61,126.26,144.13,96.26,125.75,195.09,77.43,111.23,189.64,333.55,245.55,146.78,159.62,236.39,83.83,193.49,139.19,85.9,125.93,107.7,170.53,0
958.95,1010.86,1031.04,1270.91,699.28,1271.87,596.76,730.52,762.48,980.59,682.95,648.14,448.13,1411.89,315.79,655.71,657.4,999.44,802.03,669.34,984.62,672.88,400.05,760.77,496.86,777.63,430.6,434.01,464.88,337.67,593.09,496.06,473.35,437.28,452.32,428.38,358.52,627.74,502.23,497.83,362,492.68,432.43,385.73,495.19,614.02,600.42,461.98,423.11,591.33,353.29,358.52,844.88,537.66,628.81,686.35,581.98,342.53,545.15,461.68,868.26,400.76,358.23,403.25,285.96,844.23,326.37,422.04,404.99,597.9,601.97,568.24,351.78,514.36,627.94,486.63,470.66,473.89,745.22,496.52,509.47,740.11,594.25,993.65,636.14,994.06,915.09,635.03,887.74,832.6,624.97,764,803.17,510.8,620.85,716.25,775.62,725.84,592.99,543.7,551.78,550.03,668.07,1
